,sm_axis,eccentricity,mag_slope,incline,longitude,argument_of_perihelion,perihelion_distance,aphelion_distance,orbital_period,data_arc,no_obs_used,absolute_magnitude_parameter,albedo,rotation_period,bv_mag_difference,ub_mag_difference,moid,cluster_label
4669,0.072050068,0.100903468,0.166666667,0.073006738,0.874665051,0.504292639,0.219354069,0.042265197,0.028431488,0.18836039,0.169900819,0.605714286,0.303,0.010438757,0,0,0.134212762,2
1573,0.138369857,0.03579405,0.166666667,0.21224502,0.682376391,0.727472143,0.37935529,0.081546338,0.064574817,0.444193365,0.241806813,0.382857143,0.042,0.00770262,0,0,0.316843206,0
4869,0.121721176,0.087467976,0.166666667,0.142466427,0.231978942,0.958352863,0.325898763,0.075405223,0.054748667,0.435625858,0.202565761,0.48,0.133,0.002118221,0,0,0.252490479,0
745,0.116460691,0.264348267,0.166666667,0.256406676,0.005402354,0.852228148,0.258438407,0.08761889,0.051743792,0.518653044,0.273501509,0.388571429,0.032,0.004745277,0.674094708,0.432061069,0.179641312,1
4185,0.116328919,0.072696233,0.166666667,0.353561707,0.402018081,0.766425455,0.319383046,0.070393917,0.051669152,0.207963068,0.270051746,0.474285714,0.06,0,0,0,0.258704005,0
4474,0.072628593,0.07424513,0.166666667,0.031550919,0.934792674,0.420346543,0.226711654,0.040939178,0.028710089,0.430288495,0.199439414,0.6,0.216,0.002370506,0,0,0.14255521,2
2615,0.068014727,0.083129328,0.166666667,0.020471176,0.407653519,0.559656402,0.215006339,0.038367058,0.026507815,0.445454924,0.279538594,0.525714286,0.243,0.005616575,0,0,0.126564427,0
2728,0.105154244,0.072817939,0.166666667,0.045874249,0.177930495,0.740703662,0.295741438,0.06284646,0.045453328,0.210957537,0.277921518,0.474285714,0.161,0.001905545,0,0,0.2158548,0
2319,0.119323643,0.146303208,0.166666667,0.168279917,0.328044761,0.725139301,0.301772081,0.079119084,0.053373094,0.385177381,0.272423458,0.417142857,0.096,0.003106033,0,0,0.227721069,0
4,0.089067293,0.21243136,0.166666667,0.078187216,0.393293131,0.996572996,0.224847796,0.062297888,0.03691294,0.871723067,0.303147909,0.208571429,0.274,0.010241316,0.766945218,0.627480916,0.1402261,1
1758,0.093015733,0.350442314,0.166666667,0.066291867,0.440890844,0.572717259,0.194493522,0.075798703,0.038963332,0.381947236,0.199331608,0.568571429,0.203,0.017824497,0,0,0.104636404,0
2538,0.073106166,0.187698768,0.166666667,0.057769019,0.536982503,0.598924573,0.201358872,0.048640584,0.028940603,0.267048369,0.159551531,0.634285714,0.279,0,0,0,0.113866865,0
5744,0.069461649,0.176702312,0.166666667,0.071061723,0.064443631,0.07925354,0.196976679,0.045247484,0.027193604,0.452760872,0.171517896,0.611428571,0,0.002490555,0,0,0.109087377,2
3127,0.116586061,0.176610944,0.166666667,0.042456489,0.284356615,0.521681037,0.286704639,0.079866299,0.051814835,0.381864057,0.23749461,0.508571429,0.107,0.007703839,0,0,0.204885526,0
2197,0.089959698,0.219381368,0.166666667,0.052697585,0.619958476,0.503345057,0.224632258,0.063489392,0.037373705,0.212815216,0.130659767,0.64,0,0,0,0,0.139348353,2
899,0.083942706,0.180955687,0.166666667,0.169281732,0.506344236,0.33823963,0.223459736,0.056190677,0.034297385,0.503944103,0.241159983,0.488,0.085,0.010145034,0.798514392,0.595419847,0.138393611,1
3854,0.071834977,0.233345676,0.166666667,0.09984942,0.294365128,0.649519952,0.188478174,0.050634486,0.028328085,0.360500742,0.21949116,0.565714286,0.341,0.003968982,0,0,0.098167381,0
3636,0.088075805,0.137443291,0.166666667,0.210029889,0.577245055,0.195597795,0.242710025,0.056041615,0.036402847,0.382668127,0.216688228,0.48,0.161,0.004698355,0,0,0.162160797,2
2902,0.088443058,0.063392506,0.166666667,0.210351419,0.64606503,0.677244779,0.262925016,0.050849106,0.036591564,0.315555987,0.23199655,0.485714286,0.276,0.003207191,0,0,0.186991803,0
4996,0.1042469,0.368935825,0.166666667,0.480831908,0.029796001,0.160334537,0.206497057,0.086675176,0.044958644,0.153175384,0.097347995,0.56,0.316,0.002092748,0,0,0.135383092,2
5064,0.086012073,0.049583603,0.166666667,0.095427729,0.99827479,0.485190212,0.261310802,0.048219495,0.03534732,0.384775346,0.192216473,0.571428571,0.067,0,0,0,0.17950272,2
5324,0.078314346,0.243620363,0.166666667,0.344814221,0.374706416,0.334918568,0.19757915,0.056300177,0.031485202,0.18307848,0.198792583,0.52,0.192,0.002451926,0,0,0.117171763,2
2501,0.107786239,0.244818382,0.166666667,0.260595536,0.041180394,0.362241168,0.249353006,0.079166442,0.046896887,0.42815355,0.156101768,0.48,0.102,0,0,0,0.171935359,0
1437,0.118897623,0.264657053,0.166666667,0.029258764,0.662127343,0.359742639,0.26254769,0.089557689,0.053129726,0.405445497,0.266386373,0.474285714,0.034,0.025581962,0,0,0.180136649,2
4496,0.081471268,0.301851028,0.166666667,0.142861739,0.258711316,0.841908515,0.188655593,0.0627994,0.033054665,0.435514952,0.23221216,0.531428571,0.724,0.002171237,0,0,0.10211365,0
2262,0.111750644,0.119166006,0.166666667,0.167010599,0.151018936,0.877029684,0.295306896,0.071329414,0.04909515,0.318176147,0.209896507,0.457142857,0.09,0.025411335,0,0,0.218408479,0
2967,0.078449565,0.347746346,0.166666667,0.133926075,0.762002522,0.095255955,0.172507571,0.063488921,0.031552011,0.342561657,0.125700733,0.662857143,0.129,0,0,0,0.079637163,2
5274,0.069906674,0.283320183,0.166666667,0.088340648,0.655855058,0.30154226,0.173737242,0.052316122,0.027405424,0.329751986,0.166774472,0.605714286,0,0.003169287,0,0,0.082454423,2
2578,0.070456749,0.081421708,0.166666667,0.084204625,0.780454352,0.928319993,0.220501364,0.03992445,0.027667825,0.218360528,0.198469168,0.582857143,0.526,0.002215716,0,0,0.131896485,0
1370,0.121146505,0.130857444,0.166666667,0.240920965,0.514327857,0.286981588,0.310432678,0.079005634,0.054418031,0.428486268,0.196528676,0.485714286,0.057,0,0,0,0.238696759,2
5448,0.112164929,0.123460189,0.166666667,0.138115944,0.907900289,0.186010966,0.294808648,0.071994001,0.049326518,0.181733742,0.173673997,0.537142857,0.218,0.002028641,0,0,0.218860186,2
4969,0.07992249,0.161113017,0.166666667,0.105593319,0.811524423,0.361624054,0.220723876,0.051860561,0.032282162,0.209820748,0.211513583,0.582857143,0.165,0,0,0,0.136703562,2
3285,0.092276678,0.111183591,0.166666667,0.196773956,0.29839955,0.217027895,0.258150196,0.057044884,0.038577245,0.197981506,0.187041828,0.537142857,0.207,0.003540701,0,0,0.181427605,2
4367,0.120369789,0.022030807,0.166666667,0.3069663,0.626397802,0.321678516,0.34450195,0.068485368,0.053972071,0.228078688,0.234152652,0.474285714,0.08,0.002197075,0,0,0.27551466,2
4049,0.120065303,0.155051581,0.166666667,0.020921115,0.406219098,0.686130945,0.300371073,0.080451313,0.053797536,0.342436887,0.216580423,0.537142857,0.069,0,0,0,0.222969172,0
1508,0.05287485,0.033570707,0.166666667,0.327683431,0.787591736,0.744335028,0.192842204,0.025379939,0.019606197,0.400829024,0.158581285,0.539428571,0.2327,0.001982224,0.830083565,0.720610687,0.107918844,1
4879,0.094000818,0.036304208,0.166666667,0.31095231,0.606604115,0.536261882,0.282200125,0.05249894,0.039479584,0.214756076,0.204182837,0.514285714,0.353,0.003290676,0,0,0.203284023,2
1179,0.161751687,0.174834928,0.166666667,0.10514854,0.245271336,0.578335592,0.373412195,0.112847624,0.079152376,0.561393537,0.333872359,0.339428571,0.058,0.009048751,0.633240483,0.329770992,0.301345322,1
1050,0.121827355,0.109448958,0.166666667,0.34503386,0.50201523,0.425100683,0.318861101,0.0775096,0.05480982,0.466055758,0.263691246,0.388571429,0.053,0.016575259,0,0,0.243528218,2
3878,0.07789948,0.287060119,0.166666667,0.126644453,0.89451694,0.088286018,0.186333995,0.058921744,0.03128046,0.356508117,0.17647693,0.571428571,0.375,0.002517367,0,0,0.095759608,2
1385,0.078347341,0.319965133,0.166666667,0.173156464,0.448561205,0.424841406,0.179095431,0.061515454,0.031501501,0.417936312,0.187796464,0.582857143,0.143,0.005283364,0,0,0.087153066,2
1993,0.094523422,0.229578072,0.166666667,0.149556011,0.679838806,0.249316347,0.230119824,0.067738255,0.039754222,0.394950993,0.221323846,0.514285714,0.064,0.005009141,0,0,0.146795089,2
3841,0.077798557,0.131023074,0.166666667,0.058937066,0.959307384,0.313809052,0.223889419,0.048282337,0.031230706,0.265343186,0.1949116,0.554285714,0.27,0.001702498,0,0,0.140110607,2
5498,0.073446931,0.14830879,0.166666667,0.030451829,0.8690708,0.236117238,0.211178914,0.046323968,0.029105375,0.342187348,0.199978439,0.6,0.255,0.002250152,0,0,0.124363515,2
1938,0.117107892,0.138571366,0.166666667,0.012546155,0.112445488,0.526404014,0.29989917,0.076834701,0.05211084,0.344239114,0.303040103,0.451428571,0.092,0.015234613,0,0,0.220359029,0
4504,0.111301606,0.056399456,0.166666667,0.173337294,0.330794667,0.05294369,0.313800362,0.06558405,0.048844724,0.376332608,0.210974558,0.462857143,0.213,0.004063803,0,0,0.239303739,2
4749,0.069109622,0.09906619,0.166666667,0.071396002,0.81929639,0.390282246,0.213721409,0.040114545,0.027026345,0.33209488,0.189844761,0.611428571,0.042,0.023339427,0,0,0.128461208,2
3708,0.225262009,0.065996176,0.166666667,0.287920982,0.51975317,0.683138728,0.553099332,0.143057659,0.122960996,0.235731219,0.212268219,0.337142857,0.087,0.006117611,0,0,0.510534035,0
2418,0.074848455,0.100311253,0.166666667,0.093346071,0.466519235,0.72655567,0.225246487,0.044163075,0.029785601,0.325995037,0.211190168,0.582857143,0.237,0.001469835,0,0,0.142126603,0
1394,0.121194374,0.066645431,0.166666667,0.126416131,0.680237238,0.305172627,0.331651349,0.073127365,0.05444555,0.411600793,0.21356188,0.474285714,0.123,0,0,0,0.258135522,2
3017,0.07854175,0.20724487,0.166666667,0.06878985,0.634163395,0.201667614,0.206830263,0.053999109,0.031597579,0.207879889,0.199870634,0.537142857,0.201,0.006630713,0,0,0.117257356,2
222,0.11600246,0.127585786,0.166666667,0.027637319,0.133128342,0.175003256,0.301209567,0.07506673,0.051484366,0.670234151,0.30444157,0.370285714,0.02,0.012360146,0.655524605,0.435114504,0.225393242,1
496,0.103239174,0.335548121,0.319444444,0.070139015,0.017538674,0.009877049,0.214746862,0.083088765,0.044411021,0.582354817,0.265092712,0.389714286,0.119,0.002815356,0.646239554,0.374045802,0.127138171,1
1625,0.078398451,0.305115153,0.166666667,0.371425192,0.776433954,0.413823993,0.18278619,0.060547224,0.031526752,0.460538173,0.160090556,0.457142857,0.486,0.002084095,0,0,0.097581446,2
1660,0.069084975,0.099350314,0.166666667,0.043888747,0.726956748,0.912110405,0.213606932,0.040115345,0.027014645,0.514438606,0.299590341,0.554285714,0,0.014625229,0,0,0.124743615,0
2332,0.092690915,0.151741945,0.166666667,0.174926667,0.110937474,0.275969988,0.247973842,0.060418239,0.038793515,0.379465709,0.308753773,0.497142857,0.061,0.01693114,0,0,0.170380053,2
3126,0.090290312,0.220639227,0.166666667,0.070210877,0.815344629,0.083218238,0.224897533,0.063834217,0.037544802,0.224709911,0.239111686,0.525714286,0.326,0.007312614,0,0,0.137043625,2
233,0.079440233,0.273666316,0.166666667,0.225397549,0.401485601,0.533928131,0.192207514,0.059230787,0.032042614,0.680520705,0.461729194,0.332571429,0.205,0.01613309,0.832869081,0.745038168,0.101188551,1
4781,0.102593237,0.07777305,0.166666667,0.018884057,0.942222134,0.967824246,0.288887322,0.061518646,0.044060996,0.334285279,0.241699008,0.514285714,0.135,0,0,0,0.207869097,0
2803,0.111462743,0.084459328,0.166666667,0.164476403,0.303255093,0.484386154,0.305464102,0.068121557,0.048934547,0.387825267,0.202026736,0.462857143,0.22,0.004948202,0,0,0.225692241,0
3528,0.079266466,0.203498878,0.166666667,0.03987065,0.538827124,0.513096016,0.209081966,0.054287495,0.031956416,0.325995037,0.120418284,0.657142857,0.12,0,0,0,0.121171415,2
608,0.115333763,0.043133576,0.166666667,0.060793668,0.458977801,0.304287837,0.326657686,0.067096381,0.051106457,0.564512775,0.309939629,0.4,0.0602,0.021556977,0,0,0.249636517,2
4414,0.076970876,0.069628671,0.166666667,0.028823251,0.913885269,0.485911205,0.23697927,0.043569452,0.030823459,0.338763118,0.140362225,0.685714286,0,0,0,0,0.153546299,2
3840,0.073693352,0.178161812,0.166666667,0.076083132,0.127996486,0.999267214,0.20469067,0.048452332,0.029224678,0.222172931,0.250323415,0.565714286,0.294,0.002190737,0,0,0.117281224,0
4908,0.073679954,0.274603252,0.166666667,0.034658937,0.316973889,0.65335566,0.182146559,0.054745276,0.029218188,0.344752055,0.22520483,0.582857143,0.327,0.003079829,0,0,0.090403297,0
3232,0.071284699,0.113870232,0.166666667,0.052214154,0.965832203,0.181322828,0.214815392,0.042565388,0.028063987,0.383791053,0.22542044,0.565714286,0.542,0.541133455,0,0,0.129086154,2
438,0.117612012,0.070495281,0.166666667,0.280674342,0.559684704,0.678614352,0.322801646,0.071063473,0.052397259,0.604286526,0.297973264,0.378857143,0.027,0.022827544,0.668523677,0.33129771,0.254863219,1
784,0.088784983,0.234459443,0.166666667,0.187130903,0.199646482,0.36526848,0.218518725,0.063711502,0.036767503,0.573440728,0.281371281,0.357142857,0.12,0.005416332,0.598885794,0.253435115,0.133822652,1
4249,0.119307625,0.129501396,0.166666667,0.036318056,0.164734646,0.737528508,0.307204036,0.077578417,0.053363938,0.339081974,0.277813713,0.502857143,0.038,0,0,0,0.228313933,0
2126,0.121632201,0.033206174,0.166666667,0.191865084,0.295527487,0.517740842,0.343611115,0.070334888,0.054697437,0.328227025,0.291504959,0.451428571,0.048,0.0047922,0,0,0.267996062,0
5832,0.136090549,0.032941132,0.166666667,0.284294722,0.851869148,0.311035942,0.375395343,0.079765538,0.063201708,0.227094395,0.190060371,0.445714286,0.105,0.016722121,0,0,0.312863829,2
1794,0.099834829,0.212514121,0.166666667,0.109987622,0.533777098,0.221980791,0.244546591,0.070432836,0.042575029,0.314987592,0.215502372,0.502857143,0.049,0.007374771,0,0,0.160148652,2
5758,0.10504869,0.031931003,0.166666667,0.043200361,0.160132426,0.684185123,0.307642293,0.059381704,0.045395702,0.318730678,0.156856404,0.56,0.396,0.002561243,0,0,0.228412744,0
2438,0.117752735,0.172876277,0.166666667,0.003387556,0.318091632,0.929518589,0.290128284,0.080386876,0.052477292,0.320754717,0.260457094,0.485714286,0.08,0,0,0,0.212968757,0
5605,0.07122821,0.14082613,0.166666667,0.103329345,0.494908489,0.041529924,0.208539436,0.044250376,0.028036911,0.392552646,0.214639931,0.588571429,0.365,0,0,0,0.120563537,2
1064,0.078128373,0.331947872,0.166666667,0.122266421,0.917627613,0.982582423,0.175836651,0.062150007,0.031393378,0.462076997,0.225528245,0.508571429,0,0.004728458,0,0,0.082543995,0
2147,0.224084782,0.061623375,0.166666667,0.133830339,0.49046597,0.643236956,0.552939131,0.141610293,0.122096358,0.2091969,0.158365675,0.434285714,0.064,0,0,0,0.504451401,0
116,0.110337828,0.02820017,0.166666667,0.218486204,0.968884839,0.142213906,0.320394234,0.062516829,0.048308464,0.633302372,0.252048297,0.271428571,0.027,0.005561853,0.637883008,0.467175573,0.246407845,1
2588,0.104706972,0.087859283,0.166666667,0.037796689,0.413670246,0.579376887,0.290346989,0.063789381,0.045209285,0.315250995,0.275334196,0.52,0.218,0,0,0,0.210461274,0
636,0.119691015,0.136999613,0.166666667,0.003204541,0.981605181,0.480767318,0.305526195,0.078534001,0.053583215,0.560201295,0.285252264,0.474285714,0.08,0.002254723,0,0,0.228886266,2
3849,0.071729844,0.179474314,0.166666667,0.0767442,0.344748678,0.575479196,0.200657676,0.047092273,0.028277578,0.246059363,0.216580423,0.588571429,0,0.001480134,0,0,0.110365757,0
4445,0.161456297,0.313993154,0.166666667,0.105713992,0.525057229,0.325136388,0.315814567,0.128594341,0.078962745,0.202889108,0.215394567,0.457142857,0.086,0.024936015,0,0,0.238578699,2
5551,0.099375716,0.274277139,0.166666667,0.120124975,0.484552847,0.695542725,0.226095714,0.075015145,0.042329089,0.437594444,0.17712376,0.548571429,0.275,0,0,0,0.143657527,0
4846,0.068234036,0.096843182,0.166666667,0.011826468,0.348567009,0.286287095,0.212412942,0.039370918,0.026611473,0.288619633,0.173242777,0.657142857,0.232,0,0,0,0.123412879,2
4062,0.222557241,0.130167773,0.166666667,0.277905413,0.315332115,0.884437174,0.513170703,0.150804927,0.120977267,0.379826154,0.192971108,0.314285714,0.07,0.005390615,0,0,0.463334592,0
871,0.097141513,0.085896429,0.166666667,0.1077185,0.540964713,0.049534706,0.275146961,0.058454085,0.041137949,0.592516601,0.309508409,0.383428571,0.165,0.003622791,0.674094708,0.419847328,0.193700666,1
3227,0.083399279,0.147082686,0.166666667,0.027484078,0.806495949,0.525976513,0.231000651,0.053391206,0.034023081,0.513107732,0.235877533,0.548571429,0.048,0.007031079,0,0,0.147407202,2
605,0.089730753,0.245186898,0.166666667,0.125748216,0.884710249,0.16220427,0.217358439,0.065235078,0.037255348,0.564124603,0.26185856,0.405714286,0.096,0.007492383,0.714948932,0.596946565,0.132135171,1
3032,0.071750546,0.104042941,0.166666667,0.068954489,0.463490067,0.186876797,0.218017446,0.042259645,0.028287522,0.294705613,0.231888745,0.542857143,0.167,0.142169409,0,0,0.130232102,2
3976,0.092575818,0.183522459,0.166666667,0.183799585,0.605790312,0.205392044,0.239121842,0.062749955,0.038733391,0.199298518,0.226282881,0.502857143,0,0.001877514,0,0,0.157213845,2
4760,0.077030049,0.241234868,0.166666667,0.375743156,0.183367326,0.924075272,0.195880292,0.055147752,0.030852528,0.183230976,0.131630013,0.622857143,0.383,0,0,0,0.110425044,0
976,0.116879385,0.026742663,0.166666667,0.222494732,0.210405487,0.202527838,0.335264321,0.066646616,0.051981162,0.522382266,0.234907288,0.369714286,0.051,0.009387569,0.661095636,0.564885496,0.267276156,1
4968,0.098408051,0.405728448,0.166666667,0.461862452,0.518115911,0.681523166,0.187219382,0.084669764,0.041812029,0.202015721,0.141979301,0.542857143,0.171,0,0,0,0.118211072,0
503,0.096654392,0.239449964,0.166666667,0.188989977,0.290226998,0.689515464,0.231188904,0.070140159,0.040879503,0.57793243,0.278029323,0.388571429,0.239,0.00462401,0,0,0.149489926,0
5213,0.06932131,0.113865802,0.166666667,0.088522504,0.021087145,0.729840328,0.210831325,0.041191785,0.027126893,0.328615197,0.173350582,0.6,0,0,0,0,0.122304017,0
644,0.12182103,0.160120781,0.166666667,0.102743142,0.000351015,0.23550463,0.302115434,0.082188568,0.054806177,0.55891201,0.255282449,0.385142857,0.213,0.019865935,0.808727948,0.629007634,0.227668456,1
331,0.099245314,0.096112128,0.166666667,0.041083772,0.087689217,0.82632436,0.276625209,0.060707027,0.042259307,0.637544536,0.299698146,0.371428571,0.1719,0.004879586,0,0,0.194538632,0
2611,0.105674731,0.178410021,0.166666667,0.295918385,0.368756652,0.999046953,0.265397789,0.071999166,0.045737785,0.23548168,0.217335058,0.451428571,0.087,0.004698355,0,0,0.185347952,0
611,0.118752516,0.288655021,0.166666667,0.307430527,0.563659787,0.339873753,0.254520508,0.091620505,0.053046906,0.563764158,0.247951703,0.434285714,0.062,0.005023157,0,0,0.178908573,2
5893,0.069382889,0.103499125,0.166666667,0.075309606,0.870717106,0.774863289,0.213287385,0.040582408,0.02715616,0.338236313,0.196420871,0.577142857,0.204,0.010755637,0,0,0.125262436,0
3230,0.082514348,0.139908753,0.166666667,0.093002033,0.900950683,0.15228418,0.231065986,0.052251216,0.033577664,0.344447063,0.225528245,0.577142857,0.052,0,0,0,0.146392146,2
5475,0.218634146,0.079874484,0.166666667,0.200850041,0.551575729,0.264531461,0.531726969,0.140638412,0.118117945,0.330154021,0.142949547,0.422857143,0.099,0.003522243,0,0,0.481182118,2
4281,0.07979953,0.159829905,0.166666667,0.039235262,0.904965198,0.282069026,0.220801353,0.051683016,0.03222104,0.319742698,0.2012721,0.594285714,0.038,0.020719074,0,0,0.136018304,2
4007,0.078041749,0.23394152,0.166666667,0.374610967,0.464466111,0.909252841,0.199441715,0.055433327,0.031350632,0.204524975,0.15804226,0.571428571,0.264,0.003780012,0,0,0.115381235,0
5032,0.106792906,0.059314202,0.166666667,0.036166911,0.397602321,0.393545346,0.303254017,0.062820847,0.046350581,0.31649869,0.283419577,0.525714286,0.296,0,0,0,0.223288702,2
5692,0.0224395,0.656496156,0.166666667,0.073591554,0.269560838,0.719294856,0.044837653,0.02822668,0.007378669,0.173693039,0.171410091,0.765714286,0,0.001521024,0,0,0.000318326,0
4954,0.11868968,0.146535994,0.166666667,0.108173735,0.248486048,0.694848129,0.300451241,0.078685191,0.053011054,0.17010245,0.222294092,0.485714286,0.136,0,0,0,0.222487951,0
343,0.090249378,0.350400689,0.166666667,0.26914855,0.133452737,0.659900217,0.190204675,0.073492599,0.037523606,0.632609208,0.229948254,0.278857143,0.067,0.006549055,0.673166202,0.583206107,0.106492762,1
1791,0.099403604,0.311390055,0.166666667,0.131793624,0.202038066,0.900942056,0.215559528,0.077999493,0.042344017,0.439618483,0.219598965,0.504571429,0.048,0.009719683,0.701021356,0.561832061,0.130142274,1
1652,0.090871171,0.361702096,0.166666667,0.059112384,0.844454364,0.246931964,0.18814205,0.074858072,0.037845918,0.570862157,0.266601984,0.485714286,0.599,0.009390615,0,0,0.099241723,2
2901,0.070076796,0.22106976,0.166666667,0.063628316,0.495640764,0.441499451,0.188109165,0.048509169,0.027486509,0.248263624,0.255282449,0.617142857,0.247,0.018281536,0,0,0.096584741,2
3836,0.081492688,0.076248968,0.166666667,0.070206053,0.649155623,0.114808731,0.244909332,0.047081554,0.033065383,0.282658423,0.213454075,0.554285714,0.239,0,0,0,0.158919292,2
988,0.093390889,0.279924427,0.166666667,0.215502758,0.676149989,0.460436337,0.214334942,0.070720772,0.039159719,0.480958784,0.228115567,0.497142857,0.306,0.065722121,0,0,0.128594667,2
2721,0.121433044,0.156244855,0.166666667,0.023894338,0.370998406,0.309882405,0.302640879,0.081549704,0.054582818,0.239404988,0.270806382,0.514285714,0.042,0.005624619,0,0,0.223067982,2
2688,0.071607443,0.130509655,0.166666667,0.080264621,0.529531716,0.031019057,0.211654514,0.04385919,0.028218805,0.418906742,0.196852091,0.582857143,0.192,0.005307739,0,0,0.123567126,2
4899,0.079115192,0.141997898,0.166666667,0.086539547,0.582702196,0.253516546,0.223833979,0.049966768,0.031881425,0.19605451,0.212268219,0.582857143,0.514,0,0,0,0.1366317,2
5382,0.103464737,0.101875996,0.166666667,0.047521407,0.256352218,0.75667895,0.283649092,0.064089465,0.044533433,0.318370233,0.191785252,0.565714286,0.22,0,0,0,0.203618953,0
5424,0.082912544,0.148472363,0.166666667,0.091325852,0.988589345,0.072854314,0.229694949,0.053139696,0.033777896,0.318841584,0.204829668,0.565714286,0.246,0.0016134,0,0,0.14432867,2
4721,0.223689194,0.121962692,0.166666667,0.128915496,0.180521634,0.876387099,0.519819942,0.150378673,0.121806238,0.202958424,0.201379905,0.388571429,0.076,0.011235832,0,0,0.466717255,0
1999,0.079117048,0.332792181,0.166666667,0.334968865,0.810953197,0.362587365,0.177203795,0.063020558,0.031882345,0.423329128,0.154269082,0.46,0.256,0.079219988,0.82915506,0.754198473,0.096121101,1
4133,0.075126738,0.106687701,0.166666667,0.060752552,0.37531891,0.215944475,0.224311486,0.044777515,0.02992115,0.285833114,0.211513583,0.611428571,0.312,0.003173065,0,0,0.137753266,2
5769,0.121429399,0.202065482,0.166666667,0.004732369,0.175361876,0.697811845,0.287539028,0.085771978,0.054580721,0.268906049,0.204721863,0.542857143,0.077,0.008476539,0,0,0.206099487,0
3762,0.072609702,0.114574689,0.166666667,0.102558797,0.064358033,0.471980206,0.217341757,0.043537797,0.028700981,0.45334313,0.277274687,0.531428571,0.435,0.002366849,0,0,0.130120459,0
141,0.081125435,0.14945431,0.166666667,0.032165828,0.808997954,0.811323721,0.225947953,0.051923185,0.032881749,0.607086909,0.31694696,0.404,0.047,0.00595003,0.576601671,0.360305344,0.138737523,1
4220,0.091333818,0.140406193,0.166666667,0.252147803,0.522100465,0.10754352,0.248371543,0.058586724,0.038086224,0.323763049,0.213022855,0.537142857,0.167,0.001896039,0,0,0.166575198,2
2217,0.113282269,0.178165595,0.166666667,0.219191893,0.268126179,0.897226952,0.279928742,0.077575069,0.049952069,0.436360612,0.224342389,0.457142857,0.048,0.003002255,0,0,0.203368718,0
2488,0.116280946,0.172401509,0.166666667,0.025443602,0.156816539,0.649595536,0.287466993,0.079266171,0.051641985,0.320297229,0.265092712,0.508571429,0.059,0,0,0,0.205794072,0
2689,0.112855785,0.12201728,0.166666667,0.167527855,0.377586076,0.728367749,0.296648041,0.072354869,0.049713033,0.403629407,0.228654592,0.462857143,0.176,0,0,0,0.222722786,0
2247,0.115975531,0.127536429,0.166666667,0.023250903,0.093866907,0.40561725,0.301171371,0.075043287,0.051469132,0.428555585,0.272423458,0.462857143,0.088,0,0,0,0.223591551,0
2682,0.106523114,0.061832738,0.166666667,0.021007829,0.950587313,0.051139077,0.301922593,0.062851525,0.046202515,0.447520552,0.266062958,0.491428571,0.209,0,0,0,0.223347732,2
1135,0.088699937,0.282584486,0.166666667,0.131280469,0.581989769,0.412778929,0.205677438,0.067197882,0.036723721,0.440228467,0.308322553,0.451428571,0.084,0.015015235,0,0,0.1175774,2
5499,0.074007083,0.098070912,0.166666667,0.063919219,0.312558335,0.948108241,0.224040428,0.043434153,0.029376753,0.318897037,0.191785252,0.594285714,0.35,0.001800731,0,0,0.139819308,0
2237,0.113980461,0.198433576,0.166666667,0.018499821,0.092939582,0.816099552,0.274882078,0.079872592,0.050344098,0.228633219,0.227684347,0.531428571,0.086,0,0,0,0.192405861,0
1139,0.099153793,0.123997635,0.166666667,0.207207361,0.200401453,0.861272491,0.268497839,0.06286581,0.042210351,0.420320796,0.247736093,0.404571429,0.16,0.005953687,0.850510678,0,0.190723512,1
5698,0.08033906,0.194355463,0.166666667,0.063066192,0.715339376,0.413313508,0.213323121,0.054460004,0.032489462,0.202473209,0.18962915,0.611428571,0.317,0,0,0,0.127094156,2
1918,0.056453226,0.103855307,0.166666667,0.283678062,0.991678113,0.277926008,0.186703985,0.031633784,0.021191314,0.239945656,0.169793014,0.585714286,0.686,0.041072517,0.69637883,0.38778626,0.108690851,1
2355,0.122744459,0.042225425,0.166666667,0.228778589,0.525263533,0.99142399,0.343053853,0.071900715,0.055338843,0.242205371,0.229085813,0.428571429,0.048,0.013273614,0,0,0.269707926,0
3607,0.130328298,0.159720985,0.166666667,0.161395709,0.218342432,0.656209842,0.318730828,0.088321513,0.059769466,0.258480862,0.189090125,0.468571429,0,0.003060329,0,0,0.242999516,0
799,0.069546342,0.224510542,0.166666667,0.061940544,0.903308377,0.965672059,0.186371929,0.048323027,0.027233883,0.572248485,0.294846917,0.480571429,0.243,0.002720293,0.857010214,0.786259542,0.093964717,1
4288,0.074905825,0.173336937,0.166666667,0.07962759,0.210867152,0.946009602,0.208133461,0.049025602,0.029813532,0.312131757,0.174859853,0.548571429,0.248,0.002692566,0,0,0.121583854,0
5083,0.118447991,0.11208986,0.166666667,0.108612337,0.116480363,0.319655905,0.31111786,0.07539333,0.052873219,0.337182704,0.228438982,0.52,0.087,0.021806825,0,0,0.236626867,2
2989,0.08216054,0.133656759,0.166666667,0.040427335,0.477287744,0.886831418,0.231932716,0.051560152,0.03340002,0.227080532,0.217442863,0.605714286,0.055,0,0,0,0.148373494,0
2463,0.120123594,0.225547306,0.166666667,0.011671839,0.023817936,0.217601199,0.277445992,0.086941757,0.053830937,0.570834431,0.245364381,0.491428571,0.082,0.003174284,0,0,0.198909403,2
