,sm_axis,eccentricity,mag_slope,incline,longitude,argument_of_perihelion,perihelion_distance,aphelion_distance,orbital_period,data_arc,no_obs_used,absolute_magnitude_parameter,albedo,rotation_period,bv_mag_difference,ub_mag_difference,moid,cluster_label
1483,0.097458933,0.226441281,0.166666667,0.253798418,0.202135005,0.352651087,0.236277844,0.069735607,0.041306601,0.428971483,0.221755067,0.44,0.015,0.007429799,0,0,0.155954971,2
2185,0.094448675,0.113322646,0.166666667,0.034115217,0.792750288,0.368064477,0.261981672,0.058725618,0.039714909,0.446120361,0.226390686,0.537142857,0.088,0.004611213,0,0,0.181260781,2
2520,0.100211435,0.102325419,0.166666667,0.112857927,0.7812791,0.686627618,0.276838621,0.061871912,0.042777067,0.29388768,0.227145321,0.485714286,0,0.007312614,0,0,0.198672,0
3721,0.071744485,0.222454033,0.166666667,0.094332684,0.645394538,0.379597715,0.190817023,0.049865156,0.028284611,0.455838521,0.26185856,0.548571429,0.197,0.003392444,0,0,0.101492041,2
3727,0.092918596,0.236590255,0.166666667,0.331661579,0.464935229,0.780616386,0.225327257,0.067045446,0.038912527,0.350200324,0.228438982,0.502857143,0.086,0.005071907,0,0,0.156677444,0
4524,0.088996269,0.22349064,0.166666667,0.198281325,0.20273644,0.085265307,0.221795087,0.063062292,0.036876337,0.313809214,0.153514446,0.582857143,0.034,0,0,0,0.138666944,2
234,0.104767383,0.067348679,0.166666667,0.132113679,0.18337635,0.577316893,0.296542978,0.062131745,0.045242225,0.678538256,0.284497628,0.325714286,0.177,0.010731261,0.832869081,0.825954198,0.216309072,1
4735,0.057543971,0.154319519,0.166666667,0.322343694,0.862384332,0.295643293,0.178792667,0.035230686,0.021680257,0.176243883,0.126886589,0.594285714,0.957,0.003784278,0,0,0.102094017,2
5839,0.097965173,0.112800544,0.166666667,0.04846494,0.070664658,0.952155781,0.269270307,0.061142955,0.041575974,0.207020365,0.244178525,0.531428571,0.196,0,0,0,0.187520505,0
2939,0.099839119,0.260678055,0.166666667,0.094018759,0.760381697,0.324508013,0.230776992,0.074292281,0.042577328,0.289201891,0.0910953,0.628571429,0.055,0,0,0,0.146920848,2
3053,0.115580409,0.234820544,0.166666667,0.029825124,0.40630079,0.52061248,0.26629822,0.084303178,0.051245754,0.450944783,0.27414834,0.491428571,0.056,0,0,0,0.183022692,0
867,0.095605945,0.165118365,0.166666667,0.085120052,0.321656902,0.79698488,0.249956026,0.063558414,0.040324775,0.510404392,0.296679603,0.401142857,0.056,0.025056673,0.660167131,0.552671756,0.168444902,1
276,0.104945357,0.100678105,0.166666667,0.016328701,0.642416463,0.38111665,0.287044915,0.065015774,0.045339308,0.598755077,0.281586891,0.379428571,0.196,0.018092626,0.748375116,0.665648855,0.207205654,1
5798,0.091553555,0.189271881,0.166666667,0.182600266,0.039001436,0.928330073,0.235641095,0.06242841,0.038200504,0.213536107,0.175183269,0.582857143,0.313,0,0,0,0.150560162,0
3512,0.091896863,0.011152632,0.166666667,0.038153551,0.898758878,0.992080424,0.284395218,0.049217662,0.038379238,0.263596412,0.209788702,0.554285714,0.084,0.006021938,0,0,0.202624429,0
5789,0.08888872,0.139603317,0.166666667,0.033203512,0.043103572,0.922931836,0.243751126,0.056780637,0.036820928,0.341300098,0.177662786,0.611428571,0,0,0,0,0.158502234,0
3198,0.037955131,0.317302839,0.166666667,0.484196388,0.944525248,0.148357023,0.114267987,0.028460638,0.013321289,0.17860064,0.187580854,0.665142857,0.42,0.001840951,0.831012071,0.638167939,0.027222952,1
5908,0.072125021,0.215453377,0.166666667,0.10425762,0.09154219,0.008639236,0.193119124,0.049703167,0.028467543,0.381378842,0.164079345,0.6,0,0.002305911,0,0,0.104123358,2
5718,0.070830553,0.188478546,0.166666667,0.063478013,0.888097087,0.943738273,0.196900034,0.047004105,0.027846506,0.276752665,0.232427771,0.588571429,0,0,0,0,0.105503756,0
2687,0.119577821,0.158899028,0.166666667,0.049975928,0.264569379,0.523554291,0.298168816,0.080449796,0.053518447,0.340301942,0.24978439,0.485714286,0.077,0,0,0,0.217583346,0
250,0.11577757,0.107811093,0.166666667,0.153844495,0.433747373,0.794384956,0.307049168,0.073147208,0.051357182,0.670192561,0.294523502,0.382857143,0.234,0.012319317,0,0,0.23463397,0
5461,0.076117238,0.116454552,0.166666667,0.095020118,0.452950535,0.704199363,0.224007841,0.046118021,0.030404915,0.324192811,0.222186287,0.6,0.386,0,0,0,0.14035186,0
3052,0.079121428,0.228539573,0.166666667,0.06701451,0.018952436,0.879137661,0.202693048,0.05589186,0.031884515,0.315001456,0.21313066,0.571428571,0.775,0.002917733,0,0,0.112683959,0
2711,0.067977113,0.038844163,0.166666667,0.011287621,0.471920458,0.929665046,0.224760646,0.035589224,0.026490047,0.405667309,0.24450194,0.6,0,0,0,0,0.139927102,0
3771,0.112035225,0.064185485,0.166666667,0.16118276,0.281473914,0.549917658,0.312956078,0.066750264,0.049254048,0.379479572,0.257438551,0.462857143,0.181,0.003276051,0,0,0.234268242,0
5988,0.067871847,0.206496411,0.166666667,0.026595801,0.923701984,0.94734656,0.187341467,0.045929139,0.026440338,0.223503805,0.180681328,0.651428571,0.257,0,0,0,0.095023532,0
5645,0.067058757,0.488063322,0.166666667,0.115529479,0.039228433,0.932776652,0.123843535,0.062671091,0.026057173,0.141779768,0.206231134,0.691428571,0.454,0.00194997,0,0,0.02678241,0
4617,0.091791257,0.326493357,0.166666667,0.168035883,0.952538358,0.171565424,0.199053667,0.072970256,0.038324233,0.370787296,0.131630013,0.582857143,0.124,0,0,0,0.114763476,2
368,0.092875091,0.105595867,0.166666667,0.186334655,0.261575232,0.74893732,0.260888221,0.057037056,0.038889778,0.630945614,0.233074601,0.304,0.127,0.002911639,0.660167131,0.418320611,0.183303725,1
4916,0.097625438,0.119446468,0.166666667,0.053841289,0.501935593,0.550267624,0.266708492,0.061429353,0.041395145,0.316318467,0.251185856,0.548571429,0.208,0.000670323,0,0,0.185063069,0
1729,0.099908301,0.247554634,0.166666667,0.138795186,0.475498387,0.629006339,0.234652827,0.073295156,0.042614423,0.437636033,0.245795602,0.497142857,0.192,0.002338208,0,0,0.151662479,0
3875,0.111691163,0.093773031,0.166666667,0.164754297,0.281913645,0.53700251,0.30305522,0.06908532,0.049061957,0.20053235,0.245795602,0.474285714,0.157,0,0,0,0.223178342,0
125,0.082122566,0.117109376,0.166666667,0.042252766,0.064750155,0.91183985,0.236001577,0.050373175,0.033380968,0.735308389,0.299266925,0.346857143,0.1723,0.003270689,0.803156917,0.757251908,0.15008664,1
1988,0.077679217,0.083422385,0.166666667,0.113461961,0.070293073,0.244798786,0.235148337,0.044979781,0.0311719,0.41492798,0.225959465,0.531428571,0.175,0.080012188,0,0,0.154157129,2
984,0.075045832,0.309770052,0.166666667,0.058906513,0.806461436,0.165433131,0.176169969,0.058149409,0.029881725,0.482650105,0.258300992,0.542857143,0,0.001835832,0,0,0.084197085,2
3953,0.067106356,0.102412687,0.166666667,0.046107582,0.449084309,0.20007199,0.208858632,0.038936341,0.026079564,0.17175218,0.206877965,0.651428571,0.21,0,0,0,0.119693361,2
931,0.081194106,0.098854779,0.166666667,0.118591288,0.041592551,0.138285308,0.238661096,0.048451917,0.032916065,0.495723178,0.24450194,0.388571429,0.051,0.047800122,0.624883937,0.500763359,0.156541419,1
2031,0.114338902,0.139171583,0.166666667,0.021411231,0.083722634,0.823147759,0.294227234,0.074912374,0.0505457,0.334021876,0.278676154,0.468571429,0.034,0,0,0,0.213836238,0
179,0.09663428,0.184969807,0.166666667,0.011982357,0.866361045,0.489552861,0.246386591,0.065860948,0.040868842,0.50042283,0.272746874,0.406285714,0.242,0.014543571,0.769730734,0.688549618,0.164344899,1
5845,0.081970045,0.15224917,0.166666667,0.022320318,0.161591809,0.167210031,0.226902723,0.052726546,0.033304478,0.2074224,0.196313066,0.651428571,0.187,0,0,0,0.142942754,2
1132,0.069249116,0.208213226,0.166666667,0.078315166,0.161767332,0.851919285,0.189494994,0.047072153,0.027092592,0.447742365,0.233829237,0.515428571,0.363,0.003337599,0.817084494,0.778625954,0.099820343,1
3886,0.110523407,0.120897808,0.166666667,0.145291278,0.530979917,0.394408427,0.292296487,0.070616409,0.048411592,0.313421042,0.181004743,0.542857143,0.259,0,0,0,0.21301752,2
3203,0.118966175,0.311971509,0.166666667,0.029575236,0.301962675,0.828645163,0.247313343,0.093908561,0.053168866,0.198272635,0.212160414,0.514285714,0.063,0.003421085,0,0,0.164704211,0
5962,0.102917794,0.055055244,0.166666667,0.024244329,0.001110206,0.175334932,0.296208635,0.059880861,0.044236772,0.3242344,0.208818456,0.548571429,0.153,0,0,0,0.21927981,2
2427,0.11923173,0.10539719,0.166666667,0.136244015,0.023020403,0.976226129,0.314886634,0.075331915,0.053320561,0.258120416,0.21992238,0.474285714,0.116,0,0,0,0.237835694,0
4442,0.07173647,0.130274907,0.166666667,0.052387294,0.963666733,0.236868893,0.211965981,0.043935562,0.028280761,0.229201614,0.196420871,0.6,0.338,0,0,0,0.126550953,2
3508,0.090396634,0.167961794,0.166666667,0.187618729,0.610674134,0.386129596,0.239159716,0.059977108,0.037599869,0.305394202,0.212160414,0.502857143,0.322,0.00833638,0,0,0.156173124,2
870,0.071058711,0.132061386,0.166666667,0.061762226,0.438954709,0.18475046,0.210204955,0.04356936,0.027955711,0.559521994,0.29215179,0.537142857,0.38,0.047960999,0,0,0.121727963,2
4230,0.073026026,0.071499622,0.166666667,0.125628162,0.725178793,0.212786314,0.228187416,0.041029894,0.028901888,0.209002814,0.20170332,0.577142857,0.0437,0.017062767,0,0,0.143198122,2
3880,0.082648218,0.166278702,0.166666667,0.052386407,0.103432622,0.11089777,0.22469828,0.054203177,0.033644944,0.465723039,0.200948685,0.56,0.069,0,0,0,0.14045067,2
1745,0.159403282,0.231573048,0.166666667,0.122316165,0.89438818,0.132122223,0.345913133,0.117567662,0.077648575,0.390986095,0.230487279,0.385714286,0.048,0.012065814,0.669452182,0.346564885,0.27351663,1
3573,0.08118815,0.204178239,0.166666667,0.06777007,0.625141,0.400591268,0.212467449,0.055775771,0.032913088,0.426975171,0.175075464,0.588571429,0.206,0,0,0,0.124900558,2
79,0.074835473,0.22250467,0.166666667,0.126865841,0.607528854,0.387990108,0.196404477,0.05221928,0.029779281,0.770063632,0.245687796,0.273142857,0.206,0.008549665,0.836583101,0.798473282,0.107757411,1
943,0.250958661,0.741780097,0.166666667,0.62484249,0.059501896,0.15736788,0.209233504,0.271875145,0.142301461,0.491245338,0.133462699,0.432571429,0.06,0.006132236,0.689879294,0.396946565,0.14722113,1
4906,0.119939525,0.10137929,0.166666667,0.087419238,0.379183013,0.838337378,0.31764688,0.075456515,0.053725487,0.288910762,0.246011212,0.52,0.057,0,0,0,0.244097984,0
5477,0.087535774,0.158304753,0.166666667,0.117396698,0.647236061,0.701447403,0.236187699,0.057182643,0.036125829,0.161978567,0.210112117,0.542857143,0,0,0,0,0.155122137,0
1240,0.120404005,0.111411817,0.166666667,0.345288049,0.895020463,0.889638913,0.31531692,0.076697408,0.053991694,0.495917264,0.213238465,0.357142857,0.047,0.005245582,0.69637883,0.442748092,0.240583145,1
554,0.120544737,0.165676275,0.166666667,0.038153144,0.362246279,0.991799591,0.29782328,0.081772132,0.054072427,0.572608931,0.295709357,0.434285714,0.119,0.011887873,0,0,0.221376651,0
354,0.08718228,0.116648255,0.166666667,0.062236321,0.977327446,0.293352355,0.246358452,0.053887852,0.035944809,0.633205329,0.284821044,0.394285714,0.341,0.002943327,0,0,0.165082771,2
1766,0.111940308,0.107752591,0.166666667,0.143796439,0.53375011,0.37478731,0.299232179,0.070471167,0.049201034,0.386827111,0.221647262,0.514285714,0.116,0,0.69637883,0.519083969,0.220855649,1
4629,0.093925801,0.142537742,0.166666667,0.086169151,0.174373116,0.847226543,0.252909848,0.060601979,0.039440204,0.217667364,0.251078051,0.56,0.136,0.003289458,0,0,0.170192697,0
5265,0.096337825,0.146166339,0.166666667,0.230417584,0.03200741,0.327640338,0.256654124,0.062611369,0.040711788,0.234483523,0.133247089,0.594285714,0.066,0,0,0,0.180853989,2
4942,0.092843331,0.196314188,0.166666667,0.175413464,0.670550816,0.376890076,0.23614805,0.063921385,0.038873174,0.19190939,0.167960328,0.56,0.323,0.007196831,0,0,0.153574531,2
301,0.080428759,0.122682064,0.166666667,0.049442857,0.021804166,0.150985832,0.231197946,0.049570674,0.032534146,0.637475219,0.287300561,0.439428571,0.0524,0.008763559,0.593314763,0.448854962,0.147391803,1
3552,0.041546257,0.35777542,0.166666667,0.54025592,0.645963318,0.802687676,0.113251857,0.033297012,0.014784932,0.165998919,0.073630875,0.754285714,0,0.001946618,0,0,0.037397889,0
3697,0.072246917,0.212884712,0.166666667,0.051080578,0.368934355,0.502244726,0.193934032,0.049629591,0.028526206,0.303896968,0.247520483,0.554285714,0.217,0.001866179,0,0,0.102313838,0
2305,0.097094461,0.069812985,0.166666667,0.06153046,0.657641986,0.285734343,0.27956085,0.05715903,0.041112965,0.39747411,0.240189737,0.514285714,0.077,0.01321755,0,0,0.198426898,2
1073,0.118563582,0.199199141,0.166666667,0.010997022,0.10592407,0.06315319,0.283157899,0.08336563,0.052939127,0.47083859,0.287731781,0.4,0.073,0.003829372,0,0,0.204726403,2
2550,0.118938506,0.188349077,0.166666667,0.008203796,0.025165237,0.097283732,0.287374654,0.082660631,0.053153067,0.342034852,0.196528676,0.531428571,0.064,0,0,0,0.208898268,2
2987,0.09077828,0.136573046,0.166666667,0.215995864,0.280283873,0.372073488,0.248300298,0.057902487,0.03779772,0.439202584,0.217442863,0.491428571,0.216,0.017973187,0,0,0.165756481,2
4546,0.091029332,0.07589453,0.166666667,0.264313131,0.995337326,0.104413074,0.265081674,0.053523731,0.037928023,0.550746538,0.210435533,0.485714286,0.039,0.004694089,0,0,0.185341536,2
1056,0.105386011,0.27481143,0.166666667,0.051311895,0.716419828,0.3185982,0.236198915,0.079805741,0.045579932,0.468232293,0.270914187,0.443428571,0.037,0.017550274,0,0,0.151404544,2
4920,0.080786479,0.158010034,0.166666667,0.075850624,0.647648224,0.404827554,0.22316433,0.052272654,0.032712506,0.416161812,0.208171626,0.588571429,0.28,0,0,0,0.137156552,2
5433,0.120301112,0.091271575,0.166666667,0.249887348,0.479072248,0.879977063,0.321696749,0.07478132,0.053932691,0.342825059,0.193186718,0.52,0.078,0,0,0,0.250310227,0
3349,0.075580649,0.227574018,0.166666667,0.049347108,0.982498421,0.919065233,0.196551277,0.053122747,0.03014259,0.331193767,0.165157395,0.651428571,0.059,0,0,0,0.105588451,0
5492,0.078078151,0.159217663,0.166666667,0.055830089,0.989309786,0.650590274,0.217614815,0.050392954,0.031368593,0.321628104,0.219598965,0.594285714,0,0,0,0,0.129536577,2
1621,0.071690578,0.181165458,0.166666667,0.094277225,0.012093819,0.712838096,0.200195038,0.04717199,0.028258721,0.441365256,0.263260026,0.514285714,0.36,0.007438147,0,0,0.110843642,0
5884,0.116936458,0.053015929,0.166666667,0.082815723,0.446402731,0.109663051,0.326972078,0.069039896,0.052013542,0.236022348,0.221539457,0.514285714,0.094,0,0,0,0.251810353,2
2505,0.105750826,0.017888943,0.166666667,0.031074256,0.457985466,0.791528166,0.313366564,0.058669523,0.045779415,0.298393246,0.272423458,0.497142857,0.261,0,0,0,0.238844333,0
385,0.105697389,0.187244639,0.388888889,0.296573048,0.46302112,0.612217257,0.262809682,0.072752278,0.04575018,0.627576837,0.332039672,0.241714286,0.0692,0.005949421,0.671309192,0.621374046,0.184404759,1
895,0.074295467,0.181196457,0.166666667,0.119736747,0.70610289,0.005198781,0.205122668,0.049094635,0.029516722,0.504068873,0.247304873,0.48,0.242,0.016008531,0,0,0.114676471,2
3228,0.075763288,0.169281948,0.166666667,0.138422587,0.851566276,0.053069924,0.210735186,0.049384284,0.030231811,0.511360958,0.210112117,0.548571429,0.316,0.00702011,0,0,0.121445006,2
161,0.111690351,0.200793783,0.166666667,0.088842859,0.098584937,0.322374999,0.269891625,0.078366532,0.049061504,0.586707887,0.276735662,0.321714286,0.051,0.007232541,0.693593315,0.570992366,0.190781258,1
1373,0.072568412,0.3100542,0.166666667,0.077117667,0.840298431,0.169386173,0.172050971,0.056162009,0.028681075,0.41678566,0.197067702,0.582857143,0,0.022363803,0,0,0.08056316,2
5519,0.110619757,0.124127204,0.166666667,0.130004165,0.812776711,0.162430674,0.291496958,0.07096232,0.048465159,0.338444263,0.174105218,0.514285714,0.167,0,0,0,0.2130804,2
5569,0.122680693,0.078589446,0.166666667,0.157733932,0.483441547,0.905431412,0.330844369,0.07523723,0.055302012,0.212288412,0.198576973,0.525714286,0.089,0.002526508,0,0,0.258437088,0
5880,0.103226413,0.090811485,0.166666667,0.038763785,0.134831651,0.939750711,0.286399969,0.063017427,0.044404098,0.248305214,0.215286762,0.537142857,0.25,0,0,0,0.207201804,0
4586,0.093384659,0.570612553,0.166666667,0.361552393,0.501068258,0.233327118,0.134941701,0.092934444,0.039156456,0.281480044,0.126994394,0.691428571,0,0.004801341,0,0,0.068426894,2
4457,0.082266612,0.167931252,0.166666667,0.062482054,0.274045766,0.959919525,0.22354955,0.05404099,0.033453251,0.334728904,0.171517896,0.577142857,0.057,0,0,0,0.139153298,0
4387,0.077051856,0.311538653,0.166666667,0.360997044,0.594002795,0.541438889,0.179027066,0.059892484,0.030863242,0.268462424,0.150064683,0.582857143,0.32,0.001712102,0,0,0.089525549,2
2473,0.0945916,0.246484406,0.166666667,0.10998292,0.660621841,0.039560835,0.225584485,0.069094082,0.03979009,0.463712864,0.262397585,0.491428571,0.059,0.004521633,0,0,0.13757361,2
4028,0.086549053,0.145509075,0.166666667,0.079231827,0.59663828,0.045484379,0.237591636,0.055538964,0.035621157,0.2222977,0.263691246,0.548571429,0.265,0.002178306,0,0,0.151359631,2
4545,0.077875995,0.066897353,0.166666667,0.089137967,0.541060937,0.742668905,0.239557607,0.043995087,0.03126888,0.343989575,0.240513152,0.582857143,0.241,0,0,0,0.158258415,0
714,0.098986939,0.090471141,0.166666667,0.202555732,0.128016104,0.836177761,0.277695537,0.060079946,0.042121139,0.537742781,0.346054334,0.388571429,0.273,0.007209019,0,0,0.20034665,0
2584,0.081418957,0.264048792,0.166666667,0.087271353,0.379382408,0.686606955,0.197983611,0.060122251,0.033028494,0.441226623,0.263152221,0.508571429,0.698,0,0,0,0.110273363,0
957,0.161113913,0.20584991,0.166666667,0.082054893,0.953215596,0.258252897,0.359505621,0.115931553,0.078743118,0.487987468,0.260349288,0.429142857,0.045,0.010081048,0.774373259,0,0.290572387,1
1495,0.070214257,0.179901954,0.166666667,0.036021664,0.817751064,0.002497744,0.197684405,0.046003373,0.027552071,0.453135181,0.292690815,0.531428571,0.203,0.003942718,0,0,0.106229053,2
3924,0.118733766,0.216110545,0.166666667,0.228919681,0.454651039,0.575106944,0.277994584,0.085026522,0.053036208,0.350727129,0.231888745,0.44,0.029,0.018867764,0,0,0.198320388,0
2442,0.111149456,0.062379035,0.166666667,0.167590591,0.329903057,0.190354287,0.311627615,0.065999326,0.048759953,0.567424064,0.296463993,0.4,0.199,0.002421694,0,0,0.238323331,2
580,0.121592483,0.035318084,0.166666667,0.321407631,0.28460966,0.074507147,0.342827642,0.070503832,0.054674574,0.567049755,0.224126779,0.371428571,0.031,0.01007922,0,0,0.272382232,2
2157,0.114399423,0.2022133,0.166666667,0.022548831,0.520303109,0.281886732,0.274469482,0.080519133,0.050579762,0.428222866,0.282125916,0.48,0.066,0,0,0,0.191393372,2
4585,0.075370991,0.085220073,0.166666667,0.075106837,0.556281118,0.848817856,0.229896301,0.043523973,0.030040256,0.318897037,0.212591634,0.611428571,0.274,0,0,0,0.146186825,0
2555,0.06802262,0.038625019,0.166666667,0.040250487,0.351326561,0.95903613,0.224908549,0.03560551,0.026511544,0.208212607,0.254096593,0.571428571,0.204,0.002320536,0,0,0.140724004,0
3698,0.080087789,0.207183027,0.166666667,0.083276487,0.263830239,0.646517676,0.209693427,0.055157427,0.032364379,0.319562475,0.238464856,0.554285714,0.762,0,0,0,0.120873572,0
2610,0.112829343,0.062948815,0.166666667,0.048151414,0.200247712,0.388667219,0.315033189,0.067175488,0.049698224,0.242344003,0.246226822,0.525714286,0,0,0,0,0.237784364,2
689,0.118418876,0.200000768,0.166666667,0.165008376,0.703218657,0.318341452,0.282629767,0.083330027,0.052856622,0.585820637,0.244825356,0.275428571,0.0604,0.005265082,0.626740947,0.482442748,0.205664463,1
5300,0.129381596,0.112402914,0.166666667,0.147067099,0.67732108,0.366944189,0.333240611,0.083060333,0.059210972,0.314516241,0.18262182,0.508571429,0.058,0,0,0,0.260376088,2
1953,0.107599175,0.349902821,0.166666667,0.216912173,0.772316522,0.195627242,0.217324392,0.087893894,0.046793868,0.330292654,0.148339802,0.462857143,0.261,0.083120049,0,0,0.136092732,2
3599,0.088622289,0.146585892,0.166666667,0.115411553,0.015253549,0.405488447,0.241384103,0.057105432,0.03668376,0.339719684,0.209141871,0.554285714,0.321,0.003314442,0,0,0.158774284,0
5704,0.075802252,0.250678867,0.166666667,0.068084018,0.005982087,0.976955188,0.191457037,0.054829482,0.030250854,0.326951603,0.209249677,0.594285714,0.336,0,0,0,0.100744288,0
2216,0.118682174,0.186689605,0.166666667,0.032305924,0.354156536,0.48202111,0.287430261,0.082320151,0.053006772,0.313781487,0.255390254,0.468571429,0.097,0.004219378,0,0,0.20577354,0
2579,0.069052317,0.217004495,0.166666667,0.022973615,0.331526414,0.615720655,0.187161873,0.047475722,0.026999143,0.579263305,0.248167313,0.56,0.351,0,0,0,0.09555403,0
5578,0.057106378,0.106858503,0.166666667,0.345672326,0.224677703,0.688626523,0.187441591,0.032255243,0.021483778,0.15332788,0.124622682,0.622857143,1,0.0027727,0,0,0.104378469,0
4286,0.070342224,0.207208593,0.166666667,0.079892512,0.147001203,0.71520419,0.1917343,0.047830967,0.027613141,0.348855586,0.199115998,0.582857143,0.214,0.003347959,0,0,0.101094232,0
1584,0.10714645,0.345352108,0.166666667,0.384520606,0.416937594,0.734823172,0.217988756,0.087134088,0.046544812,0.39852772,0.254527814,0.426285714,0.031,0.005716027,0.547818013,0.442748092,0.15446896,1
1958,0.075874801,0.147237421,0.166666667,0.090459784,0.79175961,0.088991978,0.21619362,0.047997859,0.03028632,0.439812568,0.235985339,0.548571429,0.257,0.004708105,0,0,0.12740342,2
5090,0.099743526,0.010663208,0.166666667,0.046281779,0.750063426,0.879204879,0.302080739,0.05421373,0.042526087,0.339733548,0.258408797,0.537142857,0.071,0.008299817,0,0,0.22266504,0
1377,0.078880496,0.165835472,0.166666667,0.052052676,0.12102879,0.562028094,0.217555844,0.05142648,0.031765172,0.516836954,0.264230272,0.514285714,0.061,0.002635588,0,0,0.128738392,0
3378,0.077839814,0.14543419,0.166666667,0.041168693,0.407695651,0.844141419,0.220486359,0.049287124,0.031251043,0.43580608,0.22563605,0.571428571,0.033,0,0,0,0.135990072,0
5851,0.097492258,0.23832368,0.166666667,0.273601211,0.218197926,0.494383667,0.232994972,0.070696699,0.041324319,0.325398916,0.204182837,0.508571429,0.043,0,0,0,0.145563163,0
881,0.117222814,0.297402046,0.166666667,0.089348936,0.712008485,0.351474331,0.249145261,0.091186008,0.052176094,0.50747924,0.258193187,0.422857143,0.062,0.018200488,0,0,0.166631662,2
1404,0.07255364,0.162163997,0.166666667,0.10266449,0.866932027,0.265855369,0.206223849,0.046578554,0.028673955,0.338000638,0.23749461,0.531428571,0.388,0.003680683,0,0,0.120995353,2
285,0.120831754,0.028870778,0.166666667,0.262555823,0.414158393,0.588097673,0.343279744,0.069413022,0.054237185,0.607585987,0.283203967,0.331428571,0.0508,0.009363193,0.640668524,0.500763359,0.269574467,1
3350,0.112841649,0.302537897,0.166666667,0.194082811,0.516151285,0.505860879,0.240265108,0.088118109,0.049705116,0.294137219,0.169469599,0.554285714,0.253,0,0,0,0.155349274,2
147,0.099151805,0.207874212,0.166666667,0.371304863,0.402823675,0.70225309,0.244616491,0.069547498,0.042209288,0.702078106,0.305411815,0.253142857,0.164,0.012592322,0.796657382,0.645801527,0.17584929,1
3663,0.10033494,0.147233536,0.166666667,0.052169018,0.723647206,0.402065683,0.264201305,0.06556555,0.042843381,0.33386938,0.204182837,0.514285714,0.303,0,0,0,0.183393553,2
2098,0.075266908,0.403076844,0.166666667,0.395787237,0.607882912,0.442733434,0.154447445,0.064509606,0.029989486,0.309955222,0.085273825,0.684571429,0,0.003926264,0.640668524,0.534351145,0.063128971,1
5970,0.090351201,0.184145905,0.166666667,0.180847632,0.806643384,0.007813431,0.234751433,0.061153365,0.037576335,0.333009857,0.1949116,0.525714286,0.368,0.001826356,0,0,0.147312241,2
4911,0.075164591,0.152168496,0.166666667,0.053197931,0.533372824,0.572854795,0.213633636,0.047814145,0.0299396,0.325717771,0.207093575,0.565714286,0.18,0,0,0,0.12699881,0
2897,0.088151069,0.019409478,0.166666667,0.209377861,0.324245004,0.592816945,0.273851395,0.047420783,0.036441501,0.403629407,0.22520483,0.497142857,0.309,0,0,0,0.191501165,0
2707,0.114978021,0.197141702,0.166666667,0.040164083,0.310152412,0.920065497,0.277146164,0.080503358,0.050905739,0.34435002,0.212483829,0.508571429,0.051,0.003238879,0,0,0.198562924,0
1892,0.095966525,0.059370164,0.166666667,0.146948137,0.179222034,0.66981222,0.280077604,0.055584668,0.040515319,0.345084774,0.235769728,0.491428571,0.194,0.01456429,0,0,0.199807682,0
3004,0.078573819,0.205211951,0.166666667,0.033970332,0.493014608,0.215434515,0.207384001,0.05388477,0.031613434,0.272288689,0.222940923,0.6,0.282,0.022181597,0,0,0.117417378,2
5761,0.077017895,0.148948352,0.166666667,0.070262161,0.5326047,0.437839207,0.218026138,0.048933891,0.030846556,0.247320921,0.201164295,0.617142857,0.335,0.00233699,0,0,0.13015639,2
5810,0.090454877,0.336972461,0.166666667,0.150815511,0.631361182,0.269435317,0.194112123,0.072659416,0.037630045,0.333370302,0.1885511,0.554285714,0.256,0.018281536,0,0,0.107331883,2
5164,0.079717505,0.187343301,0.166666667,0.048888011,0.271222819,0.976849406,0.21388444,0.053515037,0.032180284,0.319812014,0.200194049,0.582857143,0.468,0.001921694,0,0,0.128459925,0
1230,0.093903323,0.09418961,0.166666667,0.168173527,0.950182291,0.682355281,0.266119069,0.056876326,0.039428407,0.434530659,0.21949116,0.514285714,0.066,0.002426325,0,0,0.186610676,0
3631,0.098696852,0.350080037,0.166666667,0.09396313,0.558954479,0.66278621,0.20342691,0.080499471,0.041966161,0.208184881,0.199655024,0.52,0.193,0.002409263,0,0,0.117891669,0
4400,0.089377551,0.633514497,0.166666667,0.391312105,0.063618762,0.189222861,0.11381454,0.09376853,0.037072956,0.162630142,0.104894351,0.731428571,0.343,0.004064595,0,0,0.041947931,2
5989,0.072124018,0.104183495,0.166666667,0.102504614,0.956774886,0.624312081,0.218750473,0.042527875,0.028467061,0.243938281,0.177986201,0.594285714,0.44,0,0,0,0.132109505,2
2089,0.114626485,0.147613988,0.166666667,0.173000963,0.944048956,0.948275044,0.292130514,0.075863759,0.050707615,0.338887888,0.229732643,0.445142857,0.219,0.003333333,0.808727948,0.761832061,0.211790728,1
5788,0.088769938,0.265867948,0.166666667,0.073829713,0.981638511,0.205974699,0.21020584,0.066019146,0.036759757,0.289229618,0.150819319,0.628571429,0,0,0,0,0.124919935,2
5627,0.098331853,0.047031597,0.166666667,0.053633943,0.764590391,0.356516551,0.2886296,0.056189223,0.041771389,0.194931585,0.218197499,0.554285714,0.057,0,0,0,0.210488223,2
2896,0.072368268,0.109818045,0.166666667,0.085126346,0.134216737,0.28026993,0.217950182,0.043061471,0.028584637,0.433823631,0.203428202,0.571428571,0.223,0.001584948,0,0,0.133512104,2
