,0,1,cluster_label
0,-0.12983684438213408,0.0974287383601821,0
1,0.13115844253219658,-0.4094948098308758,2
2,0.4199453737383004,-0.22818678808314002,0
3,0.09069359712112476,-0.27518396035854037,2
4,0.38939501178575125,0.09870905656837063,0
5,-0.3389266045220195,-0.18396557046272036,2
6,-0.8438862689556275,0.7975242404337749,1
7,0.45032370164275015,-0.9347617580265115,2
8,0.4122959747765567,0.5165164832511042,0
9,0.12024382821080225,-0.43916264822168205,2
10,0.08554907280976613,0.019495094854995922,0
11,-0.42753368384740087,0.7232129493512792,1
12,-0.9203914959539553,0.2380738934805127,1
13,0.42917159526446313,0.5363966072800191,0
14,0.7551073371417516,-0.14174168067633336,0
15,0.35305572051490985,0.5588153664992449,0
16,-1.132358927055816,-0.5409962836206199,1
17,-0.4770328198277864,-0.2468047995630805,2
18,0.7050357450471634,-0.17706084616370238,0
19,0.06241168277764793,0.12878033603725828,0
20,0.43085524403439385,0.23034221492821347,0
21,0.3400682493682259,0.04925247666117493,0
22,0.5741463169751325,0.7050186884137025,0
23,0.5230730891765871,0.19038695424652022,0
24,0.08220822431527527,0.13976173754027255,0
25,0.7377980510575737,-0.218009169487104,0
26,0.6092609441755024,0.6345389299023365,0
27,0.031856466643250904,-0.6852150776293046,2
28,-0.4123203171714312,0.6954250934202484,1
29,0.1835361992733195,-0.06227916592950253,0
30,0.21769214281989396,0.011321046001796231,0
31,0.0971554180774348,0.12538332159875648,0
32,-0.5491317143228588,1.094536937728748,1
33,-0.2267496580946308,0.10600146930861869,2
34,-0.10007468846590739,-0.580250487096112,2
35,-0.11601777500852689,-0.2733170394550078,2
36,-0.8103169311944138,0.34636899096776574,1
37,0.2463207573585987,0.4715401509648558,0
38,-1.0156789668555208,0.08285780915621808,1
39,-0.27250295198162394,-0.07107160294938639,2
40,-0.5375362150079834,1.0138217552022981,1
41,0.08159818702461576,-0.17499773448232978,2
42,0.38027673626782216,0.2791816684702454,0
43,-0.3290866869910401,0.08941784582812122,1
44,0.38921811968427134,0.5863742123121061,0
45,0.16081509761822696,-0.6616429230894921,2
46,0.117604599993317,-0.24986582848112152,2
47,-0.22042009655454095,-0.268761669873802,2
48,0.002488758310771964,-0.46763901461737245,2
49,-0.36297355601832554,-0.06366010553891475,2
50,-0.8061472488063882,-0.40367407117422377,2
51,0.11074967601383284,-0.24799483922853632,2
52,-1.089795898914403,0.39055745605894576,1
53,-1.1802311914559658,0.2928609679366287,1
54,0.37360755494108433,0.21011241620126486,0
55,0.40978912526255734,-0.11806249163879043,0
56,-0.5329846339433301,0.7832455747551982,1
57,0.49462449588897456,0.3779716792057807,0
58,0.15551921625105358,-0.7083092246055946,2
59,-0.7154536073103397,0.22989746469454697,1
60,0.33344945662099085,0.36881099903841436,0
61,-0.1612793527896512,0.22723951996618452,0
62,0.16602613997952906,-0.3296858150023032,2
63,-0.7922507088186119,0.3536516299887805,1
64,0.8082371406323923,-0.043065063144033223,0
65,0.1078291011722634,0.010958519778494706,0
66,0.005525523384816456,-0.33667004138329726,2
67,-0.4378683250830458,-0.11678135533096402,2
68,-0.412705615605741,-0.037928852613786555,2
69,-0.0568144490399956,0.02552603125604274,2
70,-0.1315697034909583,-0.763933272457493,2
71,0.025964878589286176,-0.38991085860773633,2
72,0.1323214306370634,-0.26556162470390315,2
73,0.4652318137500042,0.14814631652115104,0
74,0.7196219017890395,-0.3000611510667375,0
75,0.4798940053741791,-0.4468263336756991,2
76,0.16877901587683292,0.49302704246251544,0
77,-0.21198951675295472,-0.3125725441263842,2
78,0.3944913005533661,0.11124294805102553,0
79,-0.7103609223838775,0.6024196092142606,1
80,-0.22185254340652508,-0.5579718995637357,2
81,-0.13498807223349527,-0.660416953139224,2
82,-0.7788781801861817,0.49108161115258364,1
83,-0.04906583846604078,-0.6074229336620219,2
84,-0.015251708094527191,-0.5327450019238087,2
85,0.5022930969705537,0.15043404181538364,0
86,0.411352785686012,0.45730169459824777,0
87,-0.3455715669685918,-0.5157308124742213,2
88,0.4383081322764374,0.3564537322276104,0
89,0.3309662232237526,-0.20623621458784486,0
90,-0.21067137015729975,-0.499183048429733,2
91,-0.180467899274152,-0.4638171168152905,2
92,0.3594547689146888,0.006759853867626396,0
93,0.2304800751877813,0.5165365300625943,0
94,0.6243647792738724,0.18809806299269313,0
95,-0.7585906464137341,-0.545785696565491,2
96,-0.17497224380574847,-0.6456560668383704,2
97,0.16729664821126405,0.004841606512947677,0
98,-0.2617267505261204,-0.1310326415070758,2
99,-0.4463517293694723,-0.29533087920856305,2
100,-0.05609579880996263,-0.22475618019249377,2
101,0.4652643046091133,0.04679647582460183,0
102,0.5047349591142701,0.2888049586394033,0
103,0.6423660872197665,0.3128535944156399,0
104,-0.07736621078394623,0.11884272661669795,0
105,-0.802833890687225,0.03660275365319744,1
106,0.09624330908658438,-0.3187041749496362,2
107,-0.017422944463070664,-0.5347958177049565,2
108,-0.07168978978096185,0.29111633816194354,0
109,0.43844289247429113,0.5989643292051139,0
110,0.06326614393645205,0.030257843341070075,0
111,0.13823327721585668,0.19506213516610754,0
112,0.9119034780292072,0.47692641087567816,0
113,0.20729252650828334,0.3237518688314495,0
114,-0.344852547787886,0.6162059150666687,1
115,-0.09714457288987807,-0.5675184217571186,2
116,0.5803801540332478,-0.08532505180370442,0
117,0.029177838473384936,0.30422836362595057,0
118,0.3834557655248403,0.1915556369893463,0
119,0.014135962549304241,0.16647883845632155,0
120,0.05231621697202552,-0.37295922712066215,2
121,0.1359403658246105,-0.5560658132512184,2
122,-0.5864577555396792,0.5314557163679958,1
123,0.17865667657633438,-0.11451459158853333,0
124,-0.7247780972282168,0.764859348597403,1
125,0.16473204816446935,-0.3310219628187172,2
126,-0.8551155798957525,-0.0038466079925279666,1
127,-0.15210791909381954,-0.6582451457755393,2
128,0.21361128713164984,-0.07959593428721955,0
129,0.14117754595338713,0.13900897593352263,0
130,0.40161569425869065,0.3171907978669461,0
131,0.1605301150732585,0.27827612015100994,0
132,-0.06965796199615108,-0.27424311760989417,2
133,0.15493503155250213,-0.17801667246062602,2
134,0.016690298336697565,-0.3540836129863885,2
135,0.5441241430970088,0.38844223417095236,0
136,0.4770967935964127,-0.379533906417026,2
137,0.3435552839206402,-0.0696016339120644,0
138,0.13337205724521953,0.8048308314180949,0
139,0.49221870661864847,-0.4636985128409208,2
140,-0.812761875671509,0.8820891121146828,1
141,0.08660038814702208,-0.7051032942796255,2
142,0.16674880623589847,-0.4221341813989645,2
143,-0.1707563313155802,0.07548358582655372,2
144,0.3317013400560273,-0.0602856066569506,0
145,0.3485595156137937,0.3771898315453864,0
146,-1.0658167255998992,0.1186013886280454,1
147,0.18198978331779786,-0.599395588228076,2
148,0.5373212985926167,-0.772582767721766,2
149,0.16808288067121582,-0.14615494557332454,2
150,-0.31263789525834024,-0.1716452790053315,2
151,0.39193373244867324,0.5608428439057015,0
152,0.5376013189861569,-0.3271734013986092,0
153,-0.9496299124342028,0.20328096710924592,1
154,0.7061434036184983,-0.3587405879854535,0
155,-0.23375238434613152,-0.01874107356243394,2
156,0.7635081611795567,-0.13179663327881763,0
157,0.3278978099022218,0.2746813673665704,0
158,-0.3222706504815104,-0.29457066301720886,2
159,0.07270710559920861,0.07361661674369815,0
160,-0.06334134123516255,-0.5086881341124377,2
161,0.17008271421150917,-0.4813675852402454,2
162,0.16712497240147287,-0.6286205586876431,2
163,-0.18780395566583077,0.08853393614592804,2
164,0.1839896333781748,-0.41237187580072715,2
165,0.521767483689565,0.45542340457739894,0
166,0.11660886334215574,-0.3503564657885006,2
167,-0.8050615357185349,0.16986026757876746,1
168,0.15619755415706146,-0.6766631224767162,2
169,0.06481540431312956,-0.4148268601445497,2
170,-0.16022602805309621,0.158015684887974,0
171,-0.11837565476120765,-0.4750510568414288,2
172,0.3102864272544316,0.13328388594591525,0
173,0.12360156487401888,0.2977876370873111,0
174,0.41396552540255066,0.08876847415933921,0
175,0.001901562732360041,0.26817176558676425,0
176,-0.8587807932409524,0.1904503367446059,1
177,0.13356685836248774,-0.05884124237591339,0
178,0.19067665125376568,-0.3801163425664627,2
179,0.2926984498093243,0.12740299337147823,0
180,0.5168945028600798,-0.10577063073977971,0
181,0.1850962944280624,-0.14215212087900672,2
182,0.1646196760272686,-0.18380828158276297,2
183,-0.9171613934495082,0.004048748241780526,1
184,0.445360575434259,0.4108855342577855,0
185,-1.0211001072986639,-0.0332906838581535,1
186,0.009024129318480121,-0.5591520030526165,2
187,-0.2946453486627836,0.8850311845462511,1
188,0.34308574260659647,0.151815820835781,0
189,-0.2548085689845749,0.031984649941756614,2
190,-0.2132316771688235,0.015413997260891195,2
191,-0.0057821069876293025,0.06769451850142326,0
192,0.15504799958118448,0.10651156212913757,0
193,-1.265787594927666,-0.25556503094369476,1
194,0.19806077928325627,-0.0015439786344355797,0
195,-0.026971514591753627,-0.05096936277070551,2
196,-0.1742504728651796,-0.10515358973515168,2
197,-0.2083914014803995,0.9114270692880416,1
198,-0.001466065023341664,0.33766599570522765,0
199,-0.1092635361898504,-0.3027682083033417,2
200,0.17212582058171963,-0.28697744549090587,2
201,-0.9641084897281758,-0.34938331908861814,1
202,-0.2081190184771536,-0.13439394919140724,2
203,-0.3330452047663351,-0.1763198134051806,2
204,-0.12625105997125963,-0.5835161643098602,2
205,0.07535308947427372,-0.1242667647246174,2
206,0.5658480358653681,-0.16846323767315496,0
207,0.17420152262457622,-0.012764160802377418,0
208,0.49823941211295353,0.17028120571151173,0
209,0.44575404215540265,0.15968469553850562,0
210,-0.02916821756391474,0.030290412660687275,0
211,0.424284293599129,-0.32469179937365716,2
212,-1.00607736201683,0.3582689497499203,1
213,0.2655076476891228,-0.4172086040526247,2
214,0.34748757005638997,-0.46255703014480376,2
215,-0.8844876880152451,0.544924092324911,1
216,0.2289492899074877,0.031461781651065855,0
217,-0.161882962747742,-0.6764104200532763,2
218,0.5441635811375639,0.3678312792607195,0
219,-0.7992169240606075,0.5002168930874238,1
220,0.5334907386465129,-0.3422643840991728,0
221,0.1229546589454062,-0.45372270736416104,2
222,0.0075002175919536085,-0.5441283840941383,2
223,0.3467650828698047,0.5134087984412525,0
224,-0.2300263766413072,1.062555614971039,1
225,-0.6739720911698841,0.444339026848274,1
