full_name,sm_axis,eccentricity,mag_slope,incline,longitude,argument_of_perihelion,perihelion_distance,aphelion_distance,orbital_period,data_arc,condition_code,no_obs_used,absolute_magnitude_parameter,diameter,albedo,rotation_period,bv_mag_difference,ub_mag_difference,taxonomic_type,spec_T,near_eath_object,hazard_category,moid
   133 Cyrene,3.063879244,0.135492255,0.13,7.213056375,319.019941,290.0113214,2.648747336,3.479011151,5.363097211,53328,0,2809,7.98,72.175,0.279,12.708,0.907,0.51,S,SR,N,N,1.64564
   134 Sophrosyne,2.562751519,0.116569377,0.28,11.60092878,345.9774301,84.52008651,2.264013171,2.861489867,4.102682904,51742,0,2052,8.76,108,0.0364,17.196,0.69,0.322,Ch,C,N,N,1.31245
   135 Hertha,2.428396219,0.206991383,,2.303799898,343.5794855,340.1122253,1.925739129,2.93105331,3.784317136,49071,0,2521,8.23,79.24,0.1436,8.403,0.698,0.269,Xk,M,N,N,0.912862
   136 Austria,2.286339426,0.085214594,,9.579215943,186.4549295,132.8848726,2.091509939,2.481168913,3.457158256,51977,0,2580,9.69,36.893,0.201,11.4969,0.752,0.247,Xe,M,N,N,1.09158
   137 Meliboea,3.123351882,0.211790049,,13.43112364,202.2212016,107.2538484,2.461857034,3.784846731,5.520006324,49064,0,2461,8.05,128.678,0.065,25.676,0.689,0.326,,C,N,N,1.48853
   138 Tolosa,2.448293668,0.162848355,,3.203784714,54.75674757,260.7307905,2.049593071,2.846994265,3.830923384,41435,0,2659,8.75,52.905,0.273,10.101,0.877,0.49,,S,N,N,1.03807
   139 Juewa,2.782193067,0.174812462,,10.90888225,1.829932317,165.6002678,2.295831049,3.268555086,4.640759885,45439,0,2285,7.78,151.116,0.052,20.991,0.693,0.287,X,CP,N,N,1.30419
   140 Siwa,2.733948257,0.214070962,,3.18541794,107.1799203,196.7298818,2.148689325,3.319207189,4.520574578,52027,0,3279,8.34,109.79,0.0676,34.445,0.721,0.299,Xc,P,N,N,1.1329
   141 Lumen,2.664283192,0.214850231,,11.89775268,318.4958591,57.947417,2.091861333,3.236705051,4.348893574,51764,0,1776,8.4,117.916,0.067,19.87,,,Ch,CPF,N,N,1.11774
   142 Polana,2.418900608,0.135215503,,2.239119873,291.2201325,292.0148857,2.091827747,2.745973469,3.762142468,44342,0,2989,10.27,54.812,0.047,9.764,0.621,0.236,B,F,N,N,1.08429
   143 Adria,2.760357227,0.074406082,,11.44456922,332.9838357,252.3961036,2.55496986,2.965744594,4.586233223,50898,0,2494,9.12,95.377,0.044,22.005,0.738,0.336,Xc,C,N,N,1.57591
   144 Vibilia,2.655049606,0.234504061,0.17,4.81438201,76.19647229,294.6136702,2.032429691,3.277669521,4.326305283,41718,0,2284,7.91,142.38,0.0597,13.819,0.727,0.402,Ch,C,N,N,1.03742
   145 Adeona,2.674520603,0.144165514,,12.63561904,77.41042721,44.36212881,2.288946966,3.060094239,4.373983334,48921,0,2031,8.13,127.783,0.061,15.071,0.701,0.352,Ch,C,N,N,1.32302
   146 Lucina,2.718078995,0.06726758,0.11,13.1011317,83.94558915,146.0037425,2.535240398,2.900917592,4.48127209,48896,0,2226,8.2,160.31,0.036,18.557,0.703,0.405,Ch,C,N,N,1.53188
   147 Protogeneia,3.141319919,0.025522912,,1.933842626,248.2950357,98.27459979,3.061144287,3.22149555,5.56770805,49481,0,2993,8.7,132.93,0.0492,7.8528,0.678,0.293,C,C,N,N,2.05303
   148 Gallia,2.771509056,0.187050999,,25.28888441,145.0073662,252.759478,2.253095518,3.289922594,4.614053812,51194,0,2882,7.63,97.75,0.164,20.664,0.858,0.423,S,GU,N,N,1.37349
   149 Medusa,2.175204881,0.064776362,,0.939376629,159.609174,250.9438545,2.034303021,2.31610674,3.208177996,46715,0,2809,10.79,23.719,0.152,26.023,0.803,0.5,,S,N,N,1.04413
   150 Nuwa,2.983200869,0.123166297,,2.201283037,206.1452243,153.3872713,2.615771065,3.350630673,5.152665473,43831,0,2836,8.23,119.128,0.052,8.1347,0.706,0.275,Cb,CX,N,N,1.61167
   151 Abundantia,2.59151599,0.033272581,,6.434814732,38.86607467,131.8396625,2.505289563,2.677742417,4.171949487,49150,0,2481,9.2,39.037,0.233,9.864,0.867,0.496,Sl,S,N,N,1.51343
   152 Atala,3.13710755,0.080779996,,12.12480521,39.89780578,59.37311987,2.883692015,3.390523085,5.556512736,41813,0,2203,8.33,58.964,0.257,6.246,0.882,0.452,S,I,N,N,1.92246
   153 Hilda,3.979617339,0.140235077,,7.826107947,228.1466125,38.88490484,3.421535393,4.537699285,7.939079921,45312,0,2603,7.48,170.63,0.0618,5.957,0.669,0.243,X,P,N,N,2.41041
   154 Bertha,3.196321088,0.077009364,,20.9719711,36.73368512,160.2812408,2.950174433,3.442467742,5.71457323,48870,0,2205,7.58,192.611,0.044,25.224,,,C,,N,N,1.952
   155 Scylla,2.755992772,0.277138463,,11.38752737,40.99489328,45.85991467,1.992201171,3.519784374,4.57536045,52511,0,2202,11.39,39.605,0.027,7.9597,0.688,0.234,,XFC,N,N,1.02579
   156 Xanthippe,2.727097984,0.227211742,,9.781851796,241.8287643,338.2902578,2.107469301,3.346726667,4.50359487,43067,0,2878,8.64,143.346,0.03,22.37,0.713,0.315,Ch,C,N,N,1.10239
   157 Dejanira,2.58068956,0.196775633,,12.16235297,62.05289682,46.46539061,2.072872738,3.088506383,4.145833435,41918,0,1725,11.1,19.959,0.173,15.825,,,,,N,N,1.10915
   158 Koronis,2.870949344,0.051579677,,1.005094953,277.6990824,145.2642766,2.722866703,3.019031985,4.864592846,46030,0,2677,9.27,39.025,0.213,14.218,0.859,0.394,S,S,N,N,1.73552
   159 Aemilia,3.102688587,0.107018123,,6.130813712,134.1144264,333.2562649,2.770644679,3.434732495,5.465318605,42125,0,2850,8.12,125.236,0.064,24.476,0.7,0.38,Ch,C,N,N,1.78927
   160 Una,2.727733591,0.066975169,,3.823882091,8.599983549,52.36198779,2.545043173,2.910424009,4.505169447,44287,0,2632,9.08,81.24,0.0625,11.033,0.718,0.363,C,CX,N,N,1.55919
   161 Athor,2.379041603,0.137738106,0.13,9.059606961,18.60153213,294.8869062,2.051356919,2.706726286,3.669536883,43778,0,2410,9.15,40.992,0.23,7.28,0.719,0.208,Xc,M,N,N,1.05686
   162 Laurentia,3.016771819,0.180768593,,6.091204383,35.48889147,116.0382607,2.471434223,3.562109414,5.239886692,42872,0,2616,8.83,97.021,0.051,11.8686,0.747,0.374,Ch,STU,N,N,1.48985
   163 Erigone,2.367336249,0.191409912,-0.04,4.814140691,160.0618177,298.6514787,1.914204626,2.820467872,3.642487956,46363,0,2846,9.47,69.389,0.027,16.136,0.717,0.341,Ch,C,N,N,0.936616
   164 Eva,2.632268987,0.346437462,,24.47402094,76.8196558,284.0578954,1.720352399,3.544185576,4.270744624,44555,0,2084,8.89,100.254,0.049,13.66,0.684,0.326,X,CX,N,N,0.880177
   165 Loreley,3.12619586,0.085553397,,11.22600611,302.497204,346.6724343,2.858739186,3.393652534,5.527547429,52239,0,2458,7.65,180.083,0.047,7.226,0.722,0.291,Cb,CD,N,N,1.84314
   166 Rhodope,2.684670143,0.211819463,,12.02935233,128.9127089,264.4042062,2.116004754,3.253335532,4.398905189,48819,0,2479,9.89,52.393,0.046,4.715,0.725,0.425,Xe,GC:,N,N,1.16106
   167 Urda,2.852400704,0.037354397,,2.212657605,166.2140504,132.8562333,2.745850996,2.958950412,4.817525307,49350,0,2723,9.2,39.935,0.223,13.07,0.837,0.4,Sk,S,N,N,1.73003
   168 Sibylla,3.372311795,0.073635106,,4.670180376,205.9602059,175.3246772,3.123991258,3.620632332,6.192981527,50894,0,2838,7.94,145.366,0.056,47.009,0.745,0.384,Ch,C,N,N,2.12595
   169 Zelia,2.358009449,0.130888843,,5.499467343,354.7517853,335.0260925,2.04937232,2.666646577,3.620983232,49065,0,2562,9.56,37.517,0.188,14.537,0.848,0.458,Sl,S,N,N,1.0393
   170 Maria,2.553786541,0.063620757,,14.37737874,301.2973546,158.4887337,2.391312709,2.716260373,4.081173829,43680,0,2055,9.39,33.136,0.282,13.12,0.886,0.447,S,S,N,N,1.41245
   171 Ophelia,3.12891885,0.132306722,,2.546754598,100.4774514,56.12841126,2.714941852,3.542895847,5.534770936,45591,0,2744,8.31,130.808,0.076,6.66535,0.695,0.341,C,C,N,N,1.72612
   172 Baucis,2.380018229,0.114065021,,10.0185878,331.9242583,359.6794069,2.108541401,2.651495058,3.671796703,49871,0,2024,8.79,62.43,0.1382,27.417,0.89,0.499,L,S,N,N,1.09701
   173 Ino,2.74325301,0.208698771,0.01,14.19554572,148.1742232,228.8737439,2.170739479,3.315766542,4.543672273,51191,0,2517,7.66,125.821,0.096,6.15,0.705,0.305,Xk,C,N,N,1.19637
   174 Phaedra,2.862284603,0.141180788,,12.12087238,327.6684776,289.3818847,2.458185008,3.266384197,4.84258691,51849,0,2331,8.48,64.849,0.169,5.744,0.858,0.484,S,S,N,N,1.47493
   175 Andromache,3.182769242,0.23306463,,3.218737088,21.3373656,320.2304055,2.440978305,3.924560179,5.678268583,51716,0,2927,8.31,94.532,0.094,8.324,0.706,0.332,Cg,C,N,N,1.43308
   176 Iduna,3.181049532,0.170596918,,22.67339465,200.4973042,188.5533956,2.638372285,3.723726778,5.673667091,51806,0,2755,8.2,106.976,0.106,11.2877,,,Ch,G,N,N,1.64352
   177 Irma,2.774364874,0.234236962,,1.381173186,347.1038213,38.95708847,2.124506075,3.424223673,4.621187268,43396,0,2662,9.49,69.049,0.061,13.856,0.73,0.35,Ch,C:,N,N,1.12827
   178 Belisana,2.460885294,0.043270746,,1.893839556,51.10412609,211.6764474,2.354400952,2.567369635,3.860515128,48831,0,2678,9.4,35.81,0.2438,12.323,0.904,0.486,S,S,N,N,1.33862
   179 Klytaemnestra,2.976110849,0.111457967,,7.820759663,251.8829484,103.307387,2.644399584,3.307822114,5.134307278,44018,0,2372,8.15,69.946,0.198,11.173,0.832,0.408,Sk,S,N,N,1.65329
   180 Garumna,2.722264503,0.16672811,,0.86733954,311.8694367,176.2069342,2.268386488,3.176142517,4.491626987,36648,0,2579,10.31,23.44,0.242,23.866,0.829,0.451,Sq,S,N,N,1.28384
   181 Eucharis,3.125567381,0.206253122,,18.88803842,143.0211928,318.8889894,2.48090935,3.770225412,5.525880655,46380,0,2408,7.84,115.383,0.101,52.23,0.815,0.379,Xk,S,N,N,1.52686
   182 Elsa,2.415649162,0.186269328,,2.005404692,107.184515,310.8520592,1.965687817,2.865610507,3.754559504,42119,0,2363,9.12,39.52,0.196,80.088,0.862,0.425,S,S,N,N,0.97826
   183 Istria,2.790981914,0.350495625,,26.38797252,141.9401491,264.1196249,1.812754963,3.769208864,4.662767229,41452,0,2514,9.68,32.927,0.227,11.77,0.842,0.359,S,S,N,N,1.00951
   184 Dejopeja,3.188001809,0.066321249,,1.143016782,331.5647278,210.2318618,2.976569547,3.399434072,5.6922772,46244,0,2740,8.31,62.483,0.215,6.4416,0.699,0.227,X,X,N,N,1.97954
   185 Eunike,2.737506641,0.129053958,,23.23752856,153.8291754,223.7579858,2.384220574,3.090792709,4.529403115,49343,0,3168,7.62,160.464,0.062,21.797,0.668,0.331,C,C,N,N,1.41717
   186 Celuta,2.361442586,0.15015535,,13.18512007,14.75869414,315.6239597,2.006859347,2.716025824,3.62889405,49462,0,2266,8.91,49.99,0.1929,19.842,0.859,0.397,K,S,N,N,1.01842
   187 Lamberta,2.726894088,0.24156695,,10.58578524,21.69053499,196.8289739,2.068166599,3.385621577,4.503089802,42698,0,2474,8.16,147.294,0.044,10.67,0.709,0.348,Ch,C,N,N,1.06396
   188 Menippe,2.761107146,0.179089651,,11.70476642,240.8981545,70.14055434,2.266621429,3.255592862,4.588102294,40286,0,2140,9.22,35.752,0.242,11.98,0.891,0.386,S,S,N,N,1.28314
   189 Phthia,2.4514276,0.036370434,,5.176071048,203.4149085,167.2212159,2.362268116,2.540587085,3.838281382,50962,0,2641,9.33,38.49,0.17,22.346,0.904,0.491,Sa,S,N,N,1.36098
   190 Ismene,3.985505453,0.166422578,,6.177402734,175.455997,271.2188038,3.32222736,4.648783545,7.956706046,45570,0,2500,7.59,159,0.066,6.52,0.683,0.269,X,P,N,N,2.34662
   191 Kolga,2.893762679,0.090834079,,11.50794189,159.3000411,226.6029072,2.630910411,3.156614947,4.922690925,49162,0,2581,9.07,94.536,0.046,17.604,0.675,0.258,Cb,XC:,N,N,1.64621
   192 Nausikaa,2.403100507,0.245042132,0.03,6.797989328,343.1085347,30.67497087,1.814239635,2.991961379,3.725341625,50992,0,2316,7.13,98.776,0.327,13.625,0.927,0.487,Sl,S,N,N,0.817303
   193 Ambrosia,2.603086659,0.29651895,,11.98025926,349.6440219,82.11878729,1.831222135,3.374951184,4.199921198,37867,0,1788,9.68,26.302,0.343,6.581,0.811,0.306,Sk,,N,N,0.889542
   194 Prokne,2.615394837,0.238323406,,18.50864889,159.3029088,163.0771466,1.992085031,3.238704644,4.229744121,51286,0,2717,7.68,161.667,0.057,15.679,0.724,0.341,C,C,N,N,0.985887
   195 Eurykleia,2.877853688,0.043628526,,6.969878774,6.986817633,118.5996388,2.752297172,3.003410204,4.882151676,49299,0,2766,9.01,93.109,0.051,16.521,0.704,0.387,Ch,C,N,N,1.77542
   196 Philomela,3.113336496,0.015906516,,7.263022248,72.32192847,199.751591,3.063814158,3.162858834,5.49347682,51225,0,3348,6.54,144.626,0.342,8.334,0.852,0.451,S,S,N,N,2.04839
   197 Arete,2.737722818,0.164432662,,8.795436827,81.60526726,246.2647209,2.287551768,3.187893868,4.529939646,51214,0,2980,9.18,31.729,0.373,6.6084,0.908,0.496,S,S,N,N,1.29195
   198 Ampella,2.459168421,0.2269016,,9.321124057,268.2600905,89.14961486,1.901179172,3.01715767,3.856475815,44068,0,2104,8.33,54.323,0.268,10.379,0.885,0.421,S,S,N,N,0.923875
   199 Byblis,3.165695986,0.180317439,,15.48102088,88.58146011,180.285053,2.594865793,3.73652618,5.632640203,51075,0,2267,8.5,76.129,0.107,5.2201,,,X,,N,N,1.57836
   200 Dynamene,2.740229644,0.13189259,,6.892692637,324.3129648,86.18938646,2.378813659,3.101645629,4.536162903,51151,0,2335,8.26,128.301,0.053,37.394,0.727,0.375,Ch,C,N,N,1.40089
   201 Penelope,2.679821437,0.179754284,0.24,5.75421307,156.9458316,180.6083763,2.198112055,3.16153082,4.386993467,51144,0,2662,8.43,85.877,0.04,3.7474,0.72,0.233,X,M,N,N,1.18797
   202 Chryseis,3.068391547,0.103944393,,8.850961204,136.7304086,0.4322586,2.74944945,3.387333644,5.374949259,51095,0,2303,7.42,86.15,0.2562,23.67,0.875,0.475,,S,N,N,1.76355
   203 Pompeja,2.736966154,0.058440425,,3.171971646,347.7296425,59.60862213,2.577016688,2.89691562,4.528061768,51099,0,2557,8.76,124.592,0.036,24.052,0.702,0.293,,DCX:,N,N,1.58749
   204 Kallisto,2.670565669,0.174318283,,8.28742959,205.1126349,55.19693953,2.205037247,3.13609409,4.364284912,51085,0,2671,8.89,48.566,0.194,19.489,0.813,0.415,,S,N,N,1.20236
   205 Martha,2.777709295,0.036161311,,10.69505557,211.7903025,176.731161,2.677263686,2.878154903,4.629545857,50949,0,2578,9.23,76.983,0.061,14.911,0.688,0.35,Ch,C,N,N,1.68139
   206 Hersilia,2.741163845,0.038191,,3.778693034,145.0497112,302.5465444,2.636476056,2.845851633,4.538482808,51081,0,2771,8.68,113,0.057,11.122,0.69,0.345,C,C,N,N,1.65529
   207 Hedda,2.283614903,0.028948503,,3.803286447,29.20564124,194.0498501,2.217507671,2.349722135,3.450980499,50015,0,2863,9.92,57.88,0.058,30.098,0.722,0.389,Ch,C,N,N,1.20835
   208 Lacrimosa,2.892140981,0.012277074,,1.745380803,4.240098331,107.931141,2.856633951,2.927648011,4.918553406,43176,0,2861,8.96,40.056,0.206,14.085,0.841,0.407,Sk,S,N,N,1.87387
   209 Dido,3.147456337,0.056376372,,7.170143732,0.668720586,249.2126046,2.970014168,3.324898507,5.584030393,51067,0,2428,8.24,179.008,0.028,5.7366,0.691,0.294,Xc,C,N,N,1.96638
   210 Isabella,2.722062614,0.123634824,,5.259841107,32.58102677,14.91173911,2.385520882,3.058604345,4.491127333,48997,0,2367,9.33,86.65,0.0436,6.672,0.667,0.248,Cb,CF,N,N,1.39508
   211 Isolda,3.040848688,0.160731281,0.12,3.886319973,263.6281577,173.3744784,2.552089184,3.529608193,5.302741027,50868,0,2351,7.89,141.125,0.062,18.365,0.711,0.364,Ch,C,N,N,1.56738
   212 Medea,3.124040506,0.102338703,,4.264794634,313.0591563,102.9283387,2.804330253,3.44375076,5.521831968,50959,0,2622,8.28,136.12,0.0465,10.283,0.704,0.286,,DCX:,N,N,1.81975
   213 Lilaea,2.752512723,0.14479598,,6.801180142,122.0349131,162.0887449,2.353959947,3.151065499,4.566697081,50928,0,2541,8.64,82.096,0.092,12.042,0.65,0.221,B,F,N,N,1.33801
   214 Aschera,2.610787658,0.031093849,0.51,3.435962119,341.9802283,131.232634,2.529608222,2.691967094,4.218572611,50835,0,2617,9.2,24.957,1,6.835,0.7,0.217,Xc,E,N,N,1.54778
   215 Oenone,2.767310775,0.034373524,,1.681814809,24.93335661,315.6696502,2.672188551,2.862433,4.603573733,41564,0,2886,9.4,35.21,0.243,27.937,0.845,0.451,,S,N,N,1.66245
   216 Kleopatra,2.793772621,0.250909101,0.29,13.11298701,215.3550173,180.0566243,2.092789645,3.494755597,4.669762439,50790,0,3033,7.3,122,0.1164,5.385,0.713,0.238,Xe,M,N,N,1.09911
   217 Eudora,2.867110229,0.310081359,,10.51876841,162.5725412,155.2805423,1.978072793,3.756147665,4.854838503,48792,0,2632,9.9,65.392,0.049,25.272,,,,X,N,N,0.96991
   218 Bianca,2.667498993,0.117675238,0.32,15.19587094,170.5914285,62.84494235,2.353600414,2.981397573,4.35676965,46018,0,2454,8.6,60.62,0.1746,6.337,0.859,0.443,,S,N,N,1.38756
   219 Thusnelda,2.353850193,0.223319775,,10.86276122,200.8149758,142.7519292,1.828188898,2.879511488,3.611406965,44068,0,3023,9.32,37.674,0.189,59.74,0.905,0.482,,S,N,N,0.833756
   220 Stephania,2.348694296,0.257098314,,7.594573088,257.8847118,78.5976018,1.744848952,2.952539641,3.599547774,32296,0,2367,11.2,31.738,0.069,18.198,,,,XC,N,N,0.753942
   221 Eos,3.010967444,0.104278175,0.13,10.87905291,141.8202009,192.9950612,2.696989254,3.324945634,5.224771382,48869,0,2652,7.67,95.469,0.166,10.443,0.768,0.41,K,S,N,N,1.68681
   222 Lucia,3.143280794,0.131243899,,2.149276305,80.13895696,181.2787781,2.730744365,3.555817222,5.572922077,43861,0,3258,9.13,55.35,0.128,7.8371,0.688,0.395,,BU,N,N,1.7149
   223 Rosa,3.101119683,0.115811743,,1.931337323,47.92366899,62.99797083,2.741973606,3.460265759,5.461173742,48897,0,2873,9.68,79.806,0.02,20.283,0.706,0.285,,X,N,N,1.75957
   224 Oceana,2.645053695,0.043782337,,5.841812596,352.7976299,284.8518845,2.529247062,2.760860328,4.30189634,43895,0,2445,8.59,58.236,0.166,9.401,0.748,0.201,,M,N,N,1.52034
   225 Henrietta,3.39351969,0.264102285,,20.86011693,197.1068608,103.8060352,2.497283385,4.289755994,6.251493189,45392,0,2805,8.72,95.934,0.062,7.3556,0.648,0.282,,F,N,N,1.58027
   226 Weringia,2.711776062,0.203863797,,15.96935572,134.9498655,154.1623308,2.158943097,3.264609027,4.465693748,49917,0,2493,9.9,31.494,0.352,11.147,,,S,,N,N,1.15262
   227 Philosophia,3.163841773,0.190954571,,9.152389585,326.2103706,267.2679009,2.559691723,3.767991822,5.627692197,40645,0,2576,9.1,123.891,0.065,26.468,,,,,N,N,1.56978
   228 Agathe,2.201790674,0.242027166,,2.536220606,313.3113885,18.98904732,1.668897517,2.734683831,3.267173848,46327,0,2550,12.48,9.3,0.2082,6.484,0.918,0.596,S,S,N,N,0.657747
   229 Adelinda,3.420658412,0.139168811,,2.078473016,28.04285351,310.8761016,2.944609448,3.896707377,6.326634768,49154,0,2997,9.13,105.912,0.035,6.6,0.708,0.253,,BCU,N,N,1.93541
   230 Athamantis,2.382303148,0.061583721,0.27,9.450957602,239.8533214,140.1272952,2.235592055,2.529014242,3.677085594,50019,0,2416,7.35,111.332,0.164,24.0055,0.871,0.44,Sl,S,N,N,1.24762
   231 Vindobona,2.923830004,0.151577735,,5.100631712,350.5093915,268.8582398,2.480642474,3.367017535,4.999612901,49044,0,2215,9.6,73.545,0.068,14.245,,,,,N,N,1.47183
   232 Russia,2.551999877,0.175086975,,6.066085846,152.2127752,52.03960519,2.105177938,2.998821816,4.07689171,38682,0,2459,10.25,49.863,0.033,21.905,0.709,0.366,,C,N,N,1.10881
   233 Asterope,2.660010425,0.098956456,,7.690881548,221.9732461,126.0275859,2.39678522,2.92323563,4.338436151,44553,0,2480,8.21,99.672,0.094,19.7,0.775,0.321,K,T,N,N,1.39984
   234 Barbara,2.385936886,0.245427789,,15.37221639,144.5256922,192.177955,1.800361672,2.9715121,3.685501814,49639,0,4332,9.02,45.476,0.205,26.4744,0.897,0.488,Ld,S,N,N,0.791683
   235 Carolina,2.881353706,0.062363856,,9.032128601,66.01171799,207.7939235,2.701661378,3.061046033,4.891060822,49496,0,2688,8.9,57.517,0.177,17.61,0.897,0.541,,S,N,N,1.68878
   236 Honoria,2.797464142,0.190826197,-0.02,7.694642611,185.8491804,174.6963968,2.263634698,3.331293585,4.679021005,49319,0,2445,8.18,77.708,0.156,12.336,0.852,0.444,L,S,N,N,1.25993
   237 Coelestina,2.763297121,0.071107416,,9.747882129,84.24548222,199.8595076,2.566806202,2.959788039,4.593561963,49363,0,3710,9.24,41.08,0.2108,29.215,0.787,0.413,S,S,N,N,1.552
   238 Hypatia,2.907010894,0.089580528,,12.41114426,183.8817881,210.7422931,2.646599324,3.167422465,4.95653516,46343,0,2601,8.18,155.659,0.039,8.8749,0.739,0.383,Ch,C,N,N,1.65788
   239 Adrastea,2.967028673,0.235167796,,6.174215835,180.6244883,210.0301216,2.26927908,3.664778266,5.110822725,49207,0,2632,10.4,37.609,0.095,18.4707,,,,,N,N,1.27631
   240 Vanadis,2.663769291,0.207570494,,2.105523248,115.0691192,300.9987553,2.110849383,3.2166892,4.347635379,49291,0,2767,9,87.928,0.057,10.64,0.705,0.368,C,C,N,N,1.12324
   241 Germania,3.049875422,0.102761153,,5.505041521,270.3456212,80.47660197,2.736466706,3.363284138,5.326370255,49111,0,2329,7.58,168.9,0.0575,15.51,0.689,0.289,B,CP,N,N,1.73651
   242 Kriemhild,2.860763956,0.121543377,,11.35194033,206.9097021,279.4380344,2.513057043,3.208470869,4.838728339,49166,0,2692,9.3,40.802,0.222,4.5478,,,Xc,,N,N,1.55855
   243 Ida,2.860693083,0.04299575,,1.130194094,323.6345303,114.1360312,2.737695439,2.983690726,4.838548527,49157,0,3672,9.94,32,0.262,4.634,0.802,0.416,S,S,N,N,1.75309
   244 Sita,2.174350709,0.136948262,,2.845254308,208.9722974,166.4342814,1.876577159,2.472124259,3.206288474,49167,0,2453,11.9,11.077,0.256,129.51,,,Sa,,N,N,0.876976
   245 Vera,3.096343736,0.196465365,,5.178865262,61.06712813,331.5412507,2.488019436,3.704668037,5.448562703,49108,0,2427,7.82,75.949,0.228,14.38,0.841,0.476,S,S,N,N,1.49521
   246 Asporina,2.693791387,0.109840908,,15.62089766,162.2932666,96.144662,2.397902895,2.989679878,4.421342329,49108,0,2637,8.62,50.891,0.193,16.222,0.99,0.602,A,A,N,N,1.44368
   247 Eukrate,2.740643849,0.245009716,,24.95242591,0.060585577,55.38193948,2.069159478,3.412128219,4.537191451,49092,0,1690,8.04,130.935,0.064,12.093,0.691,0.295,Xc,CP,N,N,1.15489
   248 Lameia,2.47106672,0.065792142,,4.061011404,246.7910967,10.98411446,2.308489947,2.633643493,3.884498069,49019,0,3058,10.2,50.12,0.062,11.912,0.83,0.34,,,N,N,1.29322
   249 Ilse,2.376788296,0.217949339,,9.620348048,334.7128307,42.2511514,1.858768858,2.894807734,3.664324722,48817,0,2478,11.33,34.83,0.0428,84.94,0.75,0.33,,,N,N,0.87032
   250 Bettina,3.142700416,0.135085089,,12.82049613,23.82498524,76.08572654,2.718168449,3.567232383,5.571378666,48928,0,2149,7.58,120.995,0.112,5.0545,0.728,0.262,Xk,M,N,N,1.77023
   251 Sophia,3.096720676,0.098265821,,10.50907505,156.1391379,285.9184865,2.792418875,3.401022476,5.449557671,48894,0,2781,9.9,27.495,0.234,20.216,,,,,N,N,1.83158
