,full_name,sm_axis,eccentricity,mag_slope,incline,longitude,argument_of_perihelion,perihelion_distance,aphelion_distance,orbital_period,data_arc,condition_code,no_obs_used,absolute_magnitude_parameter,albedo,rotation_period,bv_mag_difference,ub_mag_difference,taxonomic_type,spec_T,near_eath_object,hazard_category,moid
10,    11 Parthenope,0.26523582736872764,0.2528162658667381,0.10526315789473682,0.12291957466314929,0.3492591540312159,0.5431306445251468,0.3240046317903539,0.2187746306309434,0.20548322713786066,0.8279884751495412,0,0.5374264087468461,0.3556263269639066,0.17784552845528454,0.009407852923932987,0.7994269340974214,0.6366412213740459,Sk,S,N,E,0.31406957086324094
11,    12 Victoria,0.23356889963949834,0.5620332214591812,0.49122807017543857,0.23160789441151092,0.6550371783491717,0.19265166567781497,0.20739732328431784,0.2542595160185009,0.17826743286641183,0.8261407409727224,0,0.24618526973447075,0.42887473460721875,0.14939024390243905,0.005072490127358147,0.8347659980897805,0.7862595419847328,L,S,N,E,0.20326989134761397
12,    13 Egeria,0.29798967200950516,0.2131606880114396,0.10526315789473682,0.4686325787359815,0.12012885878660465,0.22300127569307698,0.36930727306903555,0.2416077000613286,0.2343349309562922,0.825357802762206,0,0.16304217229364412,0.3757961783439491,0.05487804878048781,0.0036889949430505276,0.7115568290353391,0.6900763358778625,Ch,G,N,E,0.38721354001346087
13,    14 Irene,0.3005450637369605,0.42359707366956956,0.10526315789473682,0.25334357466544066,0.23953243771189636,0.2711969550517933,0.3083727411440426,0.29435669150229643,0.23661539217720653,0.8240894428611694,0,0.2025711882734591,0.3290870488322718,0.14532520325203255,0.010528082227915056,0.7956064947468959,0.5923664122137403,S,S,N,E,0.3099898035904961
14,    15 Eunomia,0.3161481726835947,0.47397635486696993,0.5087719298245614,0.32973185746040234,0.8151414361503927,0.27297759412722394,0.30753263527553204,0.32295940880767293,0.25063129824068453,0.8209107137264727,0,0.18010332812687732,0.22080679405520176,0.23577235772357721,0.002864843374963382,0.801337153772684,0.6885496183206107,S,S,N,E,0.3145599853657906
15,    16 Psyche,0.3907112115526409,0.3383129046176949,0.45614035087719296,0.0783813653907792,0.4174462644040589,0.6357484363641365,0.4226110214622931,0.3654919929260399,0.3197346997834995,0.06316745482446526,0,0.16364291721734953,0.2866242038216561,0.1059959349593496,0.0012482383760232146,0.696275071633238,0.4564885496183206,X,M,N,E,0.4171408593807119
16,    17 Thetis,0.2698327398433473,0.33692615543896515,0.10526315789473682,0.1508327139148443,0.34927684688535593,0.37794591757375967,0.30440650583227086,0.24249955617247876,0.20948983308082786,0.81887507437913,0,0.318154511594377,0.48407643312101917,0.1798780487804878,0.008165697163433079,0.7917860553963707,0.6687022900763357,Sl,S,N,E,0.29499154411067846
17,    18 Melpomene,0.22352947429876116,0.5555822029605898,0.5438596491228069,0.2825856694769581,0.4183875474009674,0.6333205131248638,0.20026267315468452,0.24192364533938301,0.16978112383926838,0.8155710751307507,0,0.4902078577436021,0.35138004246284504,0.16768292682926833,0.007565591456142347,0.8156638013371539,0.648854961832061,S,S,N,E,0.19975124250876808
18,    19 Fortuna,0.2624638572986809,0.40154758425635895,0.2807017543859649,0.03418165040611889,0.5874984398710624,0.5055927649238351,0.2787255640608603,0.2496077449936467,0.20307400719494462,0.8165732360402117,0,0.27802475069085664,0.41719745222929944,0.02134146341463415,0.004030135436202608,0.6867239732569247,0.4946564885496183,Ch,G,N,C,0.27462881188211163
19,    20 Massalia,0.253686017430808,0.3602663760578826,0.5438596491228069,0.009064355647427195,0.5734843973868664,0.7135503761492212,0.2819810229034825,0.23131666965488748,0.19547871439981368,0.792944160846826,0,0.17770034843205576,0.35031847133757965,0.2286585365853659,0.004591106794605374,0.8156638013371539,0.7068702290076335,S,S,N,C,0.2813923198681959
20,    21 Lutetia,0.2603972513006427,0.4152628742912671,0.29824561403508765,0.07745364568518727,0.2249013022973715,0.6944652556898252,0.2728525138932171,0.25055042155370727,0.20128117742873117,0.737418182957001,0,0.45055869277904603,0.440552016985138,0.20853658536585365,0.004648934477397352,0.6552053486150907,0.28854961832061066,Xk,M,N,C,0.2643331160064976
