,full_name,sm_axis,eccentricity,mag_slope,incline,longitude,argument_of_perihelion,perihelion_distance,aphelion_distance,orbital_period,data_arc,condition_code,no_obs_used,absolute_magnitude_parameter,albedo,rotation_period,bv_mag_difference,ub_mag_difference,taxonomic_type,spec_T,near_eath_object,hazard_category,moid
155,   156 Xanthippe,0.3382728180201146,0.5802199358979475,0.10526315789473682,0.272513574133059,0.6729017479998084,0.94046118611876,0.29406734035939813,0.37322060080603225,0.2707723825193738,0.5362343803827002,0,0.2253994953742641,0.5774946921443739,0.014227642276422764,0.016818020702858733,0.6809933142311366,0.4809160305343511,Ch,C,N,E,0.28674174922729634
156,   157 Dejanira,0.2992448059687074,0.501594912548316,0.10526315789473682,0.3416345066595071,0.1725402193882451,0.12813777987615,0.283623445115155,0.3115946768511421,0.23545449778471042,0.5182424603050327,0,0.08686771596780007,0.8386411889596604,0.1595528455284553,0.011210877238066255,0.0,0.0,0,0,N,E,0.2887756155078092
157,   158 Koronis,0.37661919494506063,0.12651295214489955,0.10526315789473682,0.01766907996855227,0.7727378797781502,0.4031542593597813,0.4798414590216292,0.29501416697934685,0.3064097756492811,0.5826312987379036,0,0.2012495494413072,0.6443736730360935,0.20020325203252035,0.009834150034411328,0.8204393505253106,0.6015267175572518,S,S,N,E,0.47723017499373455
158,   159 Aemilia,0.4383937958969021,0.26972603865399586,0.10526315789473682,0.16650095804532744,0.37310561006142584,0.9264485685549978,0.4942645153329152,0.3942237550892765,0.3657128783258041,0.5214838244965707,0,0.2220353238015139,0.5222929936305732,0.04878048780487805,0.01862224440596843,0.6685768863419294,0.5801526717557252,Ch,C,N,E,0.49340181886615575
159,   160 Una,0.3384422514241377,0.16628383474947506,0.10526315789473682,0.09951621270687779,0.02376729581442709,0.14455154184448682,0.42616068387406564,0.26909417817679976,0.2709278233342617,0.555338072719301,0,0.19584284512795866,0.624203821656051,0.04725609756097561,0.007105540113041726,0.6857688634192932,0.5541984732824428,C,CX,N,E,0.42417815705840356
160,   161 Athor,0.24549162236816777,0.34908438832593597,0.3333333333333333,0.2515422605908248,0.051604125120945143,0.8196436603418963,0.2771283213154269,0.22048041246898173,0.18843493369152184,0.5473677617362438,0,0.16916977051543913,0.6316348195329089,0.21747967479674798,0.0038903209498077824,0.6867239732569247,0.31755725190839695,Xc,M,N,E,0.27304323861313196
161,   162 Laurentia,0.4154910108978506,0.46024422958951583,0.10526315789473682,0.16535084991384247,0.09860590045386182,0.32180075095115246,0.40393985913957603,0.4246230723013285,0.34345844411366305,0.5331809213616862,0,0.1939204613721014,0.5976645435244162,0.03556910569105691,0.007821403990685821,0.7134670487106017,0.5709923664122137,Ch,STU,N,E,0.40331598429349774
162,   163 Erigone,0.24237133267105315,0.4877337472162886,0.035087719298245605,0.128269652789968,0.44532373675629344,0.8301227205593938,0.23572524377273177,0.2476255701644344,0.18576468812415842,0.587845667219943,0,0.22155472786254957,0.6656050955414015,0.01117886178861789,0.011477312932115218,0.684813753581662,0.5206106870229008,Ch,C,N,E,0.23686569171461247
163,   164 Eva,0.31299430509971826,0.8882134780053382,0.10526315789473682,0.699119720419121,0.2136398296943576,0.7895000367912456,0.1772057789446438,0.4203454336106061,0.24778561719441355,0.5595346215276691,0,0.13000120148984742,0.6040339702760087,0.03353658536585366,0.009356107856664315,0.6532951289398282,0.49770992366412214,X,CX,N,E,0.21988501434688074
164,   165 Loreley,0.44466011656940474,0.2142766189222081,0.10526315789473682,0.31444646372203633,0.8417572993721169,0.9637938041775684,0.5208581917828344,0.38441975939443834,0.3718560514523477,0.6798565657198334,0,0.17493692178301093,0.4723991507430999,0.031504065040650404,0.0038440588035742003,0.6895893027698186,0.4442748091603054,Cb,CD,N,E,0.509609566873734
165,   166 Rhodope,0.3269628520726416,0.5404573533753576,0.10526315789473682,0.33777266094238567,0.3586279198342041,0.7347920473388487,0.29664399449102846,0.3509322085294174,0.26043751205893223,0.6263035921205099,0,0.1774600504625736,0.710191082802548,0.03048780487804878,0.0016928690037126403,0.6924546322827125,0.648854961832061,Xe,GC:,N,E,0.3043936626411559
166,   167 Urda,0.371674694309925,0.08976505601418698,0.10526315789473682,0.05273222444501481,0.4624469502403753,0.3686152425332975,0.48677988086298346,0.28067531492856,0.3017633108419542,0.6346183959161943,0,0.20677640273939685,0.6369426751592357,0.2103658536585366,0.008850651073741845,0.7994269340974214,0.6106870229007634,Sk,S,N,E,0.4755784108103002
167,   168 Sibylla,0.510267104301363,0.1834883237376067,0.10526315789473682,0.12408957872477401,0.5730705139098726,0.48683036017853343,0.6009316040835426,0.43858994135754215,0.43754710272979663,0.6587955278569415,0,0.22059353598462092,0.5031847133757963,0.04065040650406503,0.03792640998154809,0.7115568290353391,0.5862595419847328,Ch,C,N,E,0.5946979874050725
168,   169 Zelia,0.23988509278911116,0.3313908170713854,0.10526315789473682,0.14816899910781547,0.9871949631849973,0.9313750588789296,0.27652921717731255,0.21091513331775844,0.18364176125395856,0.6301556481162507,0,0.18743241619608314,0.67515923566879,0.17479674796747965,0.010107439379754155,0.8099331423113658,0.699236641221374,Sl,S,N,E,0.267760000168486
169,   170 Maria,0.29207328317606235,0.15761844582527704,0.10526315789473682,0.40595064666596176,0.8384178162239992,0.43996584481725726,0.3797530432692783,0.22275578337067783,0.22907136006139278,0.5458332028436316,0,0.12651688093235613,0.6571125265392783,0.27032520325203246,0.008893486394328494,0.8462273161413563,0.682442748091603,S,S,N,E,0.3800288171172112
170,   171 Ophelia,0.4453859824972823,0.33505359701089577,0.10526315789473682,0.06243316303839449,0.2794854347576336,0.15503575442021125,0.4774491313886722,0.4200376315276511,0.3725691495189574,0.5757571012495694,0,0.20929953141895952,0.5424628450106158,0.06097560975609756,0.0033637463538360945,0.6638013371537727,0.5206106870229008,C,C,N,E,0.4744020177397669
